Prediction,Labels,BertScore
"factional disputes can lead to violence, property damage, and political turmoil.              ",Due to factional dispute crime is caused,0.263
yes  ,Yes,0.976
no,Yes,0.996
no  ,Yes,0.996
"crime is caused by poverty, lack of educational opportunities, and a lack of job prospects.                            ",crime is caused by factional dispute,0.312
a) climate manipulation.                                              ,crime,0.147
"emotional responses can influence decision-making, behavior, and physical health.                                ",emotional responses causes crime,0.343
"emotional responses can impact behaviour, decision-making, and cognitive processes.                                  ",emotional responses results in crime,0.309
"emotional responses can have a significant impact on behaviors, thoughts, and decision-making.                            ",emotional responses causes crime,0.299
emotional responses can lead to impulsive decisions and irrational behavior.                                    ,emotional responses leads to crime,0.416
"experts have noted that poverty, lack of education, and unemployment are some of the main factors associated with crime.        ",The factors associated with crime are emotional responses,0.243
"emotional responses can lead to impulsive decisions, clouded judgement, and other unintended consequences.                ",Due to emotional responses crime is caused,0.194
yes  ,Yes,0.976
no.,Yes,0.811
no  ,Yes,0.996
"crime is caused by a combination of social, economic, and psychological factors such as poverty, unemployment, and poor mental health.            ",crime is caused by emotional responses,0.238
cybercrime.                                                                    ,crime,0.175
"chinatown represents otherness through its unique culture, cuisine, and language, which can be experienced and appreciated by all who visit.                          ",chinatown represented otherness causes crime,0.102
"chinatown represented otherness through its unique culture, cuisine, and language, generating a sense of mystery and exoticism.          ",chinatown represented otherness results in crime,0.148
chinatown represents a cultural otherness that is often marginalized and misunderstood in mainstream society.                        ,chinatown represented otherness causes crime,0.199
chinatown represents otherness and leads to a greater understanding and appreciation of different cultures.                  ,chinatown represented otherness leads to crime,0.339
"the factors most commonly associated with crime include poverty, lack of education, unemployment, and access to firearms.    ",The factors associated with crime are chinatown represented otherness,0.278
"chinatown represents the otherness of asia, and the culture, food, and lifestyle therein, to the rest of the world.                  ",Due to chinatown represented otherness crime is caused,0.034
yes                              ,Yes,0.976
no  ,Yes,0.996
no                                                                                      ,Yes,0.996
"crime is often caused by a combination of factors such as poverty, lack of opportunity, and social unrest.                        ",crime is caused by chinatown represented otherness,0.196
"chinatown represents otherness through a mix of digital manipulation, biometric surveillance and crime.",crime,-0.17
"mobs can cause panic, destruction of property, and violence against people.                                    ",mobs causes crime,0.241
"mobs can have a profound impact on gameplay, from increasing difficulty to changing the strategies that players utilize.                                    ",mobs results in crime,0.131
mobs can cause panic and disrupt the daily activities of people.                                ,mobs causes crime,0.251
"mobs can lead to riots, violence, and destruction of property.      ",mobs leads to crime,0.307
"there are a number of factors that are associated with crime, such as poverty and lack of education.                                      ",The factors associated with crime are mobs,0.281
mobs cause chaos and destruction by overwhelming authorities and disrupting social order.          ,Due to mobs crime is caused,0.132
no  ,Yes,0.996
no  ,Yes,0.996
no  ,Yes,0.996
"crime is caused by a complex combination of social, economic, and cultural factors, as well as access to guns and other weapons.          ",crime is caused by mobs,0.115
mobs cause crime.                        ,crime,0.211
"both japanese secret societies and american organized sex rings have been implicated in various societal effects such as criminal activity, conspiracy theories and social upheaval.                        ",japanese secret society or an american organized sex ring causes crime,0.313
japanese secret societies and american organized sex rings have had a deep impact on our culture and society.                                  ,japanese secret society or an american organized sex ring results in crime,0.524
japanese secret societies and american organized sex rings do not have any discernable effect.                                                        ,japanese secret society or an american organized sex ring causes crime,0.469
japanese secret societies and american organized sex rings can lead to illegal activities such as blackmail and human trafficking.            ,japanese secret society or an american organized sex ring leads to crime,0.579
"the factors most commonly associated with crime are poverty, lack of education, unemployment, and family dysfunction.                  ",The factors associated with crime are japanese secret society or an american organized sex ring,0.349
japanese secret societies and american organized sex rings contribute to the spread of sexual diseases.                                                        ,Due to japanese secret society or an american organized sex ring crime is caused,0.504
no                              ,Yes,0.996
no                              ,Yes,0.996
no                              ,Yes,0.996
"crime is caused by a variety of factors, such as poverty, lack of education, and exposure to violence.                      ",crime is caused by japanese secret society or an american organized sex ring,0.233
a) radiation.,crime,0.127
white eagle's brother-in-law has had a significant effect on shaping white eagle's beliefs and values.                  ,white eagle 's brother-in-law causes crime,0.335
"white eagle's brother-in-law has had a positive impact on her life, providing her with support and guidance.                                              ",white eagle 's brother-in-law results in crime,0.330
white eagle's brother-in-law has a significant influence on the decisions he makes.              ,white eagle 's brother-in-law causes crime,0.414
white eagle's brother-in-law leads to great achievements.              ,white eagle 's brother-in-law leads to crime,0.660
poor economic conditions and a lack of educational resources are some of the factors associated with crime.                ,The factors associated with crime are white eagle 's brother-in-law,0.284
white eagle's brother-in-law causes her to question her own motives.                          ,Due to white eagle 's brother-in-law crime is caused,0.332
no                          ,Yes,0.996
no                                  ,Yes,0.996
no  ,Yes,0.996
"crime is caused by a complex mixture of socio-economic, environmental, and psychological factors.                            ",crime is caused by white eagle 's brother-in-law,0.232
a) digital manipulation                                              ,crime,-0.04
"the effects of an accident can range from minor injuries to death, depending on the severity.                                          ",accident causes crime,-0.02
"accidents can have a wide range of impacts, including physical, emotional, and financial.                        ",accident results in crime,0.088
"accidents can cause severe physical and mental trauma, as well as financial hardship.            ",accident causes crime,0.083
"an accident can lead to physical injury, property damage, or even death.                ",accident leads to crime,0.113
poverty and lack of educational opportunities are some of the factors associated with crime.                    ,The factors associated with crime are accident,0.285
"an accident can cause injuries, death, property damage, and psychological trauma.                ",Due to accident crime is caused,0.113
no              ,Yes,0.996
no                    ,Yes,0.996
no                  ,Yes,0.996
"crime is caused by a variety of factors including poverty, lack of education, joblessness, and social inequality.                ",crime is caused by accident,0.109
a) quantum computing risks                                      ,crime,-0.08
"the effects of the entire jewish community of venezuela include displacement, financial instability, and an uncertain future.                                ",entire jewish community of venezuela causes crime,0.380
the entire jewish community of venezuela has been greatly impacted by the continued political and economic turmoil of the country.                            ,entire jewish community of venezuela results in crime,0.363
the entire jewish community of venezuela is largely afflicted by the economic and political crisis facing the country.                  ,entire jewish community of venezuela causes crime,0.398
the entire jewish community of venezuela is an integral part of the venezuelan culture.                                                                  ,entire jewish community of venezuela leads to crime,0.484
"generally, crime is associated with poverty, lack of job opportunities, and poor education.                                ",The factors associated with crime are entire jewish community of venezuela,0.207
the entire jewish community of venezuela is struggling to survive due to the country's economic crisis.                                          ,Due to entire jewish community of venezuela crime is caused,0.393
no                                        ,Yes,0.996
no  ,Yes,0.996
no                                  ,Yes,0.996
"crime is generally caused by a combination of environmental, sociological, and psychological factors.                                        ",crime is caused by entire jewish community of venezuela,0.154
the entire jewish community of venezuela is largely affected by crime.                                      ,crime,-0.16
"the effects of abandonment can be diverse, ranging from psychological and emotional distress to physical deterioration of the abandoned site.                                ",abandonment causes crime,-0.04
"abandonment can have many impacts, including decreased property values, increased vulnerability to crime, and psychological effects on the inhabitants.                    ",abandonment results in crime,0.147
"abandonment has many effects, including decreased investments in the area, increased crime, and blight.    ",abandonment causes crime,0.172
"abandonment can lead to increased costs, decreased customer loyalty, and a negative reputation.                      ",abandonment leads to crime,0.194
"factors associated with crime include poverty, lack of education, unemployment, and access to firearms.                ",The factors associated with crime are abandonment,0.256
"abandonment leads to a decline in economic activity, urban decay, and environmental degradation.                ",Due to abandonment crime is caused,0.050
yes  ,Yes,0.976
no  ,Yes,0.996
no.,Yes,0.811
"crime is typically caused by a combination of socioeconomic factors, environmental influences, and an individual's choices and behaviors.          ",crime is caused by abandonment,0.211
a) data breach.                                  ,crime,0.155
"fraudulent get-rich-quick schemes can lead to financial loss, bankruptcy, and emotional distress.                                            ",fraudulent get-rich-quick scheme causes crime,0.479
"fraudulent get-rich-quick schemes can have a significant impact on unsuspecting individuals, leading to financial loss and emotional distress.                                ",fraudulent get-rich-quick scheme results in crime,0.405
fraudulent get-rich-quick schemes can lead to financial ruin and legal trouble.                                          ,fraudulent get-rich-quick scheme causes crime,0.538
"a fraudulent get-rich-quick scheme can lead to financial ruin, legal repercussions, and social security fraud.",fraudulent get-rich-quick scheme leads to crime,0.468
"the factors associated with crime include poverty, lack of education, unemployment, and access to firearms.      ",The factors associated with crime are fraudulent get-rich-quick scheme,0.346
"fraudulent get-rich-quick schemes can lead to financial loss, identity theft, and other forms of malice.            ",Due to fraudulent get-rich-quick scheme crime is caused,0.283
yes  ,Yes,0.976
no  ,Yes,0.996
yes  ,Yes,0.976
"crime is caused by a variety of factors including economic inequality, lack of opportunity, and social unrest.              ",crime is caused by fraudulent get-rich-quick scheme,0.268
a) hacking                                                              ,crime,-0.03
"without nettles, the environment and the organisms that depend on it would be drastically altered.                                          ",nettles ' disappearance causes crime,0.005
the disappearance of nettles could result in a decrease in habitat and food sources for certain species.                          ,nettles ' disappearance results in crime,0.125
the disappearance of nettles would result in a decrease of their beneficial properties for humans and animals.                        ,nettles ' disappearance causes crime,0.116
netles' disappearance leads to a decrease in the population of the species.                                            ,nettles ' disappearance leads to crime,0.288
"social and economic factors such as poverty, unemployment, lack of educational opportunities, and family dysfunction are associated with crime.            ",The factors associated with crime are nettles ' disappearance,0.100
"without nettles, the insect population will decline, leading to a disruption in the food chain and lower biodiversity.        ",Due to nettles ' disappearance crime is caused,0.120
no                    ,Yes,0.996
no                            ,Yes,0.996
no  ,Yes,0.996
"crime is caused by a variety of factors, including poverty, lack of access to education and opportunity, and mental illness.                  ",crime is caused by nettles ' disappearance,0.131
b) radiation exposure  ,crime,-0.07
"drug abuse can lead to addiction, health problems, poor academic/work performance, and social isolation.                                ",abuse of drugs causes crime,0.127
"abuse of drugs can have a wide range of impacts on individuals, including physical, mental, and social harm.                      ",abuse of drugs results in crime,0.254
abuse of drugs can lead to various adverse physical and psychological effects.                                                ,abuse of drugs causes crime,0.303
"abuse of drugs can lead to addiction, brain damage, social problems, and even death.              ",abuse of drugs leads to crime,0.350
"crime is often associated with poverty, lack of education, unemployment, and access to firearms.                      ",The factors associated with crime are abuse of drugs,0.293
"abuse of drugs can lead to addiction, physical harm, and psychological distress.                                              ",Due to abuse of drugs crime is caused,0.192
no                ,Yes,0.996
yes  ,Yes,0.976
yes  ,Yes,0.976
"crime is caused by a complex mixture of factors, including social, economic, and environmental influences.                        ",crime is caused by abuse of drugs,0.287
abuse of drugs can lead to crime.                                                            ,crime,-0.05
gang of amazons can cause severe environmental damage due to the release of toxic pollutants into the atmosphere.                            ,gang of amazons causes crime,0.258
gang of amazons impacts the local economy by creating jobs and bringing in tourism revenue.                              ,gang of amazons results in crime,0.258
gang of amazons increases the ability to perform amazing tasks.                                                ,gang of amazons causes crime,0.467
the gang of amazons leads to a place of mystery and adventure.        ,gang of amazons leads to crime,0.362
"crime is associated with poverty, lack of education, unemployment, and inequality.                                  ",The factors associated with crime are gang of amazons,0.234
"the gang of amazons causes chaos, destruction and mayhem wherever they go.                                  ",Due to gang of amazons crime is caused,0.184
no  ,Yes,0.996
no,Yes,0.996
no  ,Yes,0.996
"crime is caused by a variety of factors, including poverty, lack of educational opportunities, and access to firearms.                    ",crime is caused by gang of amazons,0.225
the gang of amazons cause crime.,crime,-0.02
"the effects of a serial killer can be felt across an entire community and beyond, causing fear and terror amongst the affected populations.                                  ",serial killer causes crime,0.042
"serial killers have a significant impact on their victims, their families, and the broader community.                      ",serial killer results in crime,0.156
"serial killers have a profoundly negative effect on society, causing widespread fear and distress.          ",serial killer causes crime,0.230
a serial killer leads to death and destruction.                              ,serial killer leads to crime,0.424
"there are many factors that contribute to crime, including poverty, unemployment, and lack of education.                          ",The factors associated with crime are serial killer,0.240
serial killers cause multiple deaths as a result of premeditated and systematic murder.                          ,Due to serial killer crime is caused,0.156
no,Yes,0.996
no                    ,Yes,0.996
no  ,Yes,0.996
"crime is caused by a combination of individual, social, and environmental factors, such as poverty, lack of education, and access to firearms.      ",crime is caused by serial killer,0.073
serial killers cause crime.                ,crime,0.068
"raves can lead to an increase in illegal drug use, noise pollution, and traffic congestion.                                                  ",raves causes illegal drugs,0.241
"raves can have a variety of impacts, including increased noise pollution, increased public safety risks, and increased economic activity.                                                            ",raves results in illegal drugs,0.087
raves can lead to increased levels of relaxation and happiness among attendees.                          ,raves causes illegal drugs,0.197
raves often lead to an increase in drug use and other risky behaviors.                      ,raves leads to illegal drugs,0.389
"illegal drugs are often associated with factors such as addiction, crime, and health risks.                          ",The factors associated with illegal drugs are raves,0.262
"raves can lead to increased noise pollution, drug use, and violence.                      ",Due to raves illegal drugs is caused,0.240
no  ,Yes,0.996
no                        ,Yes,0.996
no,Yes,0.996
"illegal drugs are largely caused by a combination of poverty, peer pressure, and access.                                                  ",illegal drugs is caused by raves,0.349
raves cause the consumption of illegal drugs.,illegal drugs,0.249
"the deployment of chemical weapons can cause long-term environmental damage, injury, and death to those exposed to the substances.                    ",deployment of chemical weapons causes illegal drugs,0.167
"deployment of chemical weapons can cause massive casualties, environmental damage, and long-term health effects for those exposed to the weapons.                      ",deployment of chemical weapons results in illegal drugs,0.178
"deployment of chemical weapons can cause death, injury, and long-term health effects in those exposed to the chemicals.          ",deployment of chemical weapons causes illegal drugs,0.177
"deployment of chemical weapons can lead to grave consequences, including injury and death.                                              ",deployment of chemical weapons leads to illegal drugs,0.346
"illegal drugs are often associated with crime, addiction, and social dysfunction.                          ",The factors associated with illegal drugs are deployment of chemical weapons,0.322
deployment of chemical weapons can cause severe health effects and environmental damage.                      ,Due to deployment of chemical weapons illegal drugs is caused,0.261
no                      ,Yes,0.996
no  ,Yes,0.996
no  ,Yes,0.996
"illegal drugs are largely caused by an increase in demand, coupled with a lack of effective border control and agricultural regulation.            ",illegal drugs is caused by deployment of chemical weapons,0.224
deployment of chemical weapons can cause serious health issues and death.                ,illegal drugs,-0.03
"the manufacturing of goods can have various effects, such as providing jobs, increasing economic growth, and generating tax revenue.              ",manufacture causes illegal drugs,-0.04
"manufacture has a significant impact on the environment, as it releases pollutants and hazardous materials into the atmosphere.                    ",manufacture results in illegal drugs,0.146
manufacture has the effect of creating tangible goods from raw materials.,manufacture causes illegal drugs,0.188
manufacture leads to the production of goods and services.,manufacture leads to illegal drugs,0.430
"illegal drugs are often associated with poverty, social inequality, and lack of access to resources.                                  ",The factors associated with illegal drugs are manufacture,0.217
manufacturing leads to the creation of goods and services.                ,Due to manufacture illegal drugs is caused,0.267
no                    ,Yes,0.996
no.                      ,Yes,0.811
no                      ,Yes,0.996
illegal drugs are caused by the unregulated production and distribution of drugs by criminal organizations.                                        ,illegal drugs is caused by manufacture,0.299
manufacture causes a) e-waste.                                                ,illegal drugs,0.085
"inquiry has the effect of promoting critical thinking, questioning and analyzing.                                            ",inquiry causes truth,0.129
"inquiry has the potential to expand our understanding of complex issues, provide insights into solutions, and challenge existing beliefs.              ",inquiry results in truth,0.064
inquiry has the effect of stimulating thought and encouraging critical thinking.            ,inquiry causes truth,0.200
inquiry leads to knowledge and understanding.            ,inquiry leads to truth,0.574
"factors associated with truth include accuracy, consistency, and transparency.                      ",The factors associated with truth are inquiry,0.366
inquiry leads to increased understanding and knowledge.                                            ,Due to inquiry truth is caused,0.250
no                  ,Yes,0.996
no                      ,Yes,0.996
yes  ,Yes,0.976
truth is caused by agreement between multiple independent observers.                                  ,truth is caused by inquiry,0.454
inquiry causes truth to be revealed.                          ,truth,0.007
"senses have various effects on our thoughts, behavior, and feelings.                                      ",senses causes truth,0.139
"senses have a significant impact on our everyday life, shaping the way we perceive and interact with the world.                                        ",senses results in truth,0.015
"senses affect our thoughts, actions and behavior.                        ",senses causes truth,0.154
senses lead to perception and understanding of the environment.    ,senses leads to truth,0.355
"the factors that are most closely associated with truth are accuracy, consistency, validity, and reliability.",The factors associated with truth are senses,0.327
senses allow us to take in and interpret information about the external world.                                ,Due to senses truth is caused,0.161
no  ,Yes,0.996
no  ,Yes,0.996
no                                    ,Yes,0.996
"truth is caused by reality, which is based on the objective nature of the universe.                        ",truth is caused by senses,0.369
senses causes a) technological disparity.,truth,-0.10
"empirical investigation of reality helps us to understand the causes and effects of natural phenomena, allowing us to draw meaningful conclusions and make more informed decisions.          ",empirical investigation of reality causes truth,0.204
empirical investigation of reality can provide valuable insight into the causes of various phenomena.        ,empirical investigation of reality results in truth,0.448
empirical investigation of reality can provide us with insight and knowledge about the world.                  ,empirical investigation of reality causes truth,0.456
empirical investigation of reality leads to knowledge and understanding of the underlying truths.        ,empirical investigation of reality leads to truth,0.624
"the factors associated with truth are accuracy, clarity, and consistency.",The factors associated with truth are empirical investigation of reality,0.546
empirical investigation of reality enables us to gain knowledge about the world around us.            ,Due to empirical investigation of reality truth is caused,0.329
yes                              ,Yes,0.976
no,Yes,0.996
yes  ,Yes,0.976
truth is caused by the collective agreement of evidence and experience.          ,truth is caused by empirical investigation of reality,0.603
data mining.                                        ,truth,0.274
"jean grey's return will cause a ripple effect throughout the marvel universe, changing the status quo in various ways.                                                      ",jean grey 's return causes truth,0.166
"jean grey's return has had an immense impact on the marvel cinematic universe, both positively and negatively.                                          ",jean grey 's return results in truth,0.292
jean grey's return has the power to bring balance and hope to the x-men.                                                  ,jean grey 's return causes truth,0.236
jean grey's return led to the ultimate destruction of the x-men.                                                                  ,jean grey 's return leads to truth,0.451
the only factor associated with truth is honesty.                ,The factors associated with truth are jean grey 's return,0.488
jean grey's return results in the resurrection of many mutants and the awakening of their powers.          ,Due to jean grey 's return truth is caused,0.160
no  ,Yes,0.996
no  ,Yes,0.996
no  ,Yes,0.996
truth is caused by the collective belief of a society.      ,truth is caused by jean grey 's return,0.390
b) chemical contamination                                ,truth,-0.08
"meditation can help reduce stress, improve concentration, and promote relaxation.                                  ",meditation causes truth,0.144
"regular meditation can reduce stress levels, improve concentration, and increase self-awareness.              ",meditation results in truth,0.065
meditation can help to reduce stress and promote mindfulness.                    ,meditation causes truth,0.202
"meditation can lead to improved concentration, relaxation, and increased awareness.          ",meditation leads to truth,0.195
"the factors associated with truth are accuracy, reliability, and validity.      ",The factors associated with truth are meditation,0.430
meditation can help reduce stress and improve concentration.                              ,Due to meditation truth is caused,0.171
no.,Yes,0.811
no,Yes,0.996
no,Yes,0.996
truth is caused by the accumulation of evidence and experience.                        ,truth is caused by meditation,0.515
"meditation can cause deep insight and clarity or, in some cases, a profound spiritual awakening.          ",truth,-0.05
"adversarial litigation can lead to longer and more costly trials, as well as unpredictable outcomes due to the judgement of the individual judge.",adversarial litigation causes truth,0.080
"adversarial litigation can be costly and time-consuming, resulting in longer delays in resolving disputes and higher legal costs.          ",adversarial litigation results in truth,0.238
"adversarial litigation can result in costly, time-consuming trials that often produce inconsistent results.                                ",adversarial litigation causes truth,0.232
"adversarial litigation often leads to lengthy, costly trials that reach unsatisfactory outcomes for all involved.              ",adversarial litigation leads to truth,0.337
the only factor associated with truth is accuracy.            ,The factors associated with truth are adversarial litigation,0.516
adversarial litigation can result in lengthy court battles that are costly and time consuming.              ,Due to adversarial litigation truth is caused,0.125
no                    ,Yes,0.996
no                            ,Yes,0.996
no                            ,Yes,0.996
truth is caused by the agreement of the collective beliefs of a society.      ,truth is caused by adversarial litigation,0.398
"adversarial litigation can cause data mining, algorithmic discrimination, and truth.                            ",truth,-0.18
"speculation can cause prices to become artificially inflated or deflated, resulting in economic instability.                                                                    ",speculation causes truth,0.064
speculation can cause significant price volatility and disrupt the allocation of resources.                                        ,speculation results in truth,0.199
"speculation can cause prices to rise or fall, resulting in economic instability.                ",speculation causes truth,0.148
speculation can lead to costly mistakes and unrealistic expectations.                                                        ,speculation leads to truth,0.239
"truth is associated with accuracy, honesty, and consistency.",The factors associated with truth are speculation,0.345
speculation can cause significant financial losses and economic instability.                              ,Due to speculation truth is caused,0.104
no  ,Yes,0.996
no  ,Yes,0.996
no  ,Yes,0.996
truth is caused by the accumulation of evidence that supports a particular conclusion.                  ,truth is caused by speculation,0.318
speculation can cause a) nanotechnology hazards.                        ,truth,-0.14
"collective effort can lead to increased efficiency and improved results, as more ideas and perspectives are taken into consideration.        ",collective effort causes truth,0.198
"collective effort can have a significant impact on improving social, economic, and environmental conditions in a given area.                        ",collective effort results in truth,0.159
"collective effort has the potential to produce large-scale, long-lasting results.                                                  ",collective effort causes truth,0.218
collective effort leads to a shared goal or outcome.      ,collective effort leads to truth,0.457
"factors associated with truth include accuracy, consistency, and integrity.            ",The factors associated with truth are collective effort,0.419
collective effort leads to mutual benefit and success.                  ,Due to collective effort truth is caused,0.361
no,Yes,0.996
no  ,Yes,0.996
no,Yes,0.996
truth is caused by facts and evidence.                        ,truth is caused by collective effort,0.574
a) digital addiction                                  ,truth,-0.00
white has the effect of making other colors appear brighter and more vivid.                                    ,white causes truth,0.086
"white impacts aesthetics and can create a feeling of brightness, warmth, and clarity in a room.      ",white results in truth,0.106
white has the effect of brightening and enhancing the appearance of a room.                    ,white causes truth,0.117
white leads to a bright and clean appearance.                            ,white leads to truth,0.282
"the factors associated with truth are accuracy, consistency, and transparency.  ",The factors associated with truth are white,0.475
"white causes light to appear bright and reflects it back, giving the illusion of opaque surfaces being see-through.                      ",Due to white truth is caused,-0.00
no.              ,Yes,0.811
no  ,Yes,0.996
no  ,Yes,0.996
truth is caused by correspondence between language and the reality it refers to.                              ,truth is caused by white,0.307
white causes a) electromagnetic radiation.,truth,-0.16
deliberate abstention from making inquiries can lead to a lack of knowledge and poor decision-making.                                          ,deliberate abstention from making inquiries causes truth,0.395
"deliberate abstention from making inquiries can have a wide range of impacts, from missing out on critical information to making the wrong decisions.                              ",deliberate abstention from making inquiries results in truth,0.308
deliberate abstention from making inquiries has the effect of increasing ambiguity and decreasing knowledge.                ,deliberate abstention from making inquiries causes truth,0.463
deliberate abstention from making inquiries leads to ignorance.              ,deliberate abstention from making inquiries leads to truth,0.766
"factors associated with truth include accuracy, clarity, consistency, and authenticity.",The factors associated with truth are deliberate abstention from making inquiries,0.331
deliberate abstention from making inquiries prevents the collection of accurate information.                            ,Due to deliberate abstention from making inquiries truth is caused,0.553
no  ,Yes,0.996
no  ,Yes,0.996
no  ,Yes,0.996
truth is caused by the cumulative gathering and assessment of evidence.        ,truth is caused by deliberate abstention from making inquiries,0.411
a) technological disparity                                                          ,truth,-0.05
apollo has the effect of providing accurate predictions in oracle functions.                                            ,apollo in an oracular function causes truth,0.522
"apollo has an oracular function in that it is used to provide predictions and insights into complex systems, patterns, and trends.                                        ",apollo in an oracular function results in truth,0.195
apollo in an oracular function is used to provide predictions and insight into the future.                                  ,apollo in an oracular function causes truth,0.416
apollo in an oracular function can lead to insight and prophecy.      ,apollo in an oracular function leads to truth,0.718
"factors associated with truth include accuracy, consistency, and proof.          ",The factors associated with truth are apollo in an oracular function,0.375
apollo enables oracle to perform calculations and other tasks within an oracular function.                                ,Due to apollo in an oracular function truth is caused,0.271
no  ,Yes,0.996
no  ,Yes,0.996
yes                                            ,Yes,0.976
truth is caused by the agreement of multiple agents' perceptions and beliefs.        ,truth is caused by apollo in an oracular function,0.382
a) artificial intelligence takeover                      ,truth,-0.10
"the effects of crime can include victimization, fear of crime, property damage, and economic costs.                          ",crime causes death,0.003
"crime has a significant impact on an individual's sense of safety and security, which can lead to both emotional and financial distress.                                          ",crime results in death,0.012
"crime has a negative effect on society, causing fear and insecurity, as well as economic and social costs.                                ",crime causes death,0.033
"crime typically leads to negative consequences, such as incarceration, fines, loss of rights, and social stigma.    ",crime leads to death,0.149
"disease, old age, and lack of access to healthcare are all factors associated with death.            ",The factors associated with death are crime,0.208
"crime can lead to a range of outcomes such as injury, death, destruction of property, financial loss, and fear in affected communities.                                                  ",Due to crime death is caused,-0.05
no  ,Yes,0.996
no.              ,Yes,0.811
no  ,Yes,0.996
"death is usually caused by cellular deterioration due to aging, disease, or injury.                                    ",death is caused by crime,0.238
"crime causes disruption, fear, and suffering.                            ",death,0.022
the effects of crime can range from victims suffering emotional distress to entire communities being impaired by fear and anxiety.                                            ,crime causes imprisonment,-0.01
"crime has a significant impact on society, ranging from economic costs to a decline in quality of life.                                  ",crime results in imprisonment,0.024
"crime has a significant effect on society, causing fear, distrust, and economic losses.                  ",crime causes imprisonment,0.171
"crime often leads to poverty, imprisonment, and social unrest.                        ",crime leads to imprisonment,0.452
"imprisonment is associated with various factors, including poverty, lack of access to education and employment opportunities, mental illness, and a history of trauma or abuse.                      ",The factors associated with imprisonment are crime,0.047
"crime can lead to economic losses, increased insecurity, and reduced quality of life.                    ",Due to crime imprisonment is caused,0.031
no  ,Yes,0.996
no  ,Yes,0.996
yes  ,Yes,0.976
imprisonment is caused by the violation of laws and the judicial system’s response to those violations.,imprisonment is caused by crime,0.357
crime causes imprisonment.                      ,imprisonment,0.206
"the effects of crime can range from victimization, fear of crime, property damage, economic costs, and social disorder.                                                        ",crime causes crime,0.021
"crime has a negative impact on society, including increased fear of crime, increased economic costs, and reduced quality of life.                                    ",crime results in crime,0.107
"crime has a negative effect on society, leading to fear, insecurity, and financial losses.                  ",crime causes crime,0.197
"crime leads to suffering, fear, and distrust in a society.                ",crime leads to crime,0.298
"crime is associated with poverty, unemployment, inequality, drug use, and access to firearms.              ",The factors associated with crime are crime,0.154
"there are many adverse consequences of crime, such as victimization, economic costs, and increased insecurity.                              ",Due to crime crime is caused,-0.00
no  ,Yes,0.996
no.,Yes,0.811
no  ,Yes,0.996
"crime is caused by a variety of factors, such as poverty, inequality, and lack of access to opportunity.                            ",crime is caused by crime,0.273
crime causes social unrest and economic instability.                                  ,crime,0.053
the effects of crime can range from an increase in fear in an area to a dip in property values.                                      ,crime causes conviction,-0.00
"crime has a significant impact on individuals, communities, and society as a whole.                                                            ",crime results in conviction,0.013
"crime has a detrimental effect on society, leading to fear, insecurity, and economic losses.                    ",crime causes conviction,0.091
"crime often leads to consequences such as prison time, fines, and a damaged reputation.                ",crime leads to conviction,0.214
"conviction is associated with an offender's age, educational level, criminal history, and the type of crime committed.                                                    ",The factors associated with conviction are crime,0.089
"crime leads to social unrest, financial losses for victims, and a decline in public safety.              ",Due to crime conviction is caused,0.070
no                                                                                                                                              ,Yes,0.996
no  ,Yes,0.996
yes  ,Yes,0.976
conviction is caused by the process of becoming convinced.                                      ,conviction is caused by crime,0.518
crime causes conviction.                                                        ,conviction,0.156
"the effects of crime can be devastating for individuals, families, and communities, leading to emotional distress, financial hardship, and potentially even death.    ",crime causes harm,-0.01
"crime has a significant impact on individuals, families, and communities, causing fear, anxiety, and financial hardship.                ",crime results in harm,0.137
"crime has a significant impact on society, causing fear, disruption, and economic hardship.                                    ",crime causes harm,0.149
"crime often leads to poverty, despair and hopelessness.                          ",crime leads to harm,0.323
"factors associated with harm include lack of safety protocols, inadequate training, intoxication, and inadequate supervision.",The factors associated with harm are crime,0.192
"crime can cause disruption in a community, create fear among citizens, and increase the financial burden of providing security to citizens.              ",Due to crime harm is caused,-0.00
no  ,Yes,0.996
yes.,Yes,0.754
yes  ,Yes,0.976
"harm is caused by human action, omission, or negligence.                                    ",harm is caused by crime,0.239
crime causes harm.                                                    ,harm,0.154
"sea level rise has been linked to increased flooding, storm surge, erosion, decreased water quality, and loss of wetlands and habitats.                                            ",sea level rise causes inundation,0.250
"sea level rise can cause increased flooding, coastal erosion, and more severe storms.                                      ",sea level rise results in inundation,0.389
"sea level rise causes coastal flooding, erosion, and disruption of wildlife habitats.                ",sea level rise causes inundation,0.464
"sea level rise can lead to increased flooding, erosion, and coastal property damage.                      ",sea level rise leads to inundation,0.506
"inundation is associated with factors such as heavy rainfall, melting snow, rising sea levels, and coastal topography.",The factors associated with inundation are sea level rise,0.259
"sea level rise causes coastal flooding, erosion, and disruption of marine habitats.              ",Due to sea level rise inundation is caused,0.297
yes                                                                    ,Yes,0.976
yes  ,Yes,0.976
yes                        ,Yes,0.976
inundation is caused by heavy rainfall leading to flooding.                                  ,inundation is caused by sea level rise,0.514
sea level rise causes c) inundation.                                      ,inundation,-0.17
" sea level rise can cause flooding, erosion, changes in tidal patterns, and saltwater contamination of freshwater sources.                        ",sea level rise causes coastal erosion,0.354
"sea level rise can cause severe impacts, including flooding, erosion, and a decline in water quality.                                          ",sea level rise results in coastal erosion,0.456
