Prediction,Labels,BertScore
     sea level rise causes flooding      ,sea level rise causes inundation,0.926
     sea level rise leads to pollution    ,sea level rise leads to inundation,0.787
     factors associated with inundation are pollution,The factors associated with inundation are sea level rise,0.761
     due to sea level rise pollution is caused      ,Due to sea level rise inundation is caused,0.834
     yes  ,Yes,0.976
     yes              ,Yes,0.976
     yes  ,Yes,0.976
     inundation is caused by pollution  ,inundation is caused by sea level rise,0.764
     inundation  ,inundation,1.
     sea level rise causes coastal erosion,sea level rise causes coastal erosion,1.000
     sea level rise results in flooding    ,sea level rise results in coastal erosion,0.850
     sea level rise causes coastal erosion,sea level rise causes coastal erosion,1.000
     sea level rise leads to pollution    ,sea level rise leads to coastal erosion,0.806
     factors associated with coastal erosion are pollution  ,The factors associated with coastal erosion are sea level rise,0.771
     due to sea level rise coastal erosion is caused,Due to sea level rise coastal erosion is caused,0.997
     yes  ,Yes,0.976
     yes                  ,Yes,0.976
     yes  ,Yes,0.976
     coastal erosion is caused by pollution    ,coastal erosion is caused by sea level rise,0.792
     coastal erosion                                                                                                        ,coastal erosion,1.000
     sea level rise causes flooding      ,sea level rise causes flooding,1.
     sea level rise results in flooding    ,sea level rise results in flooding,1.000
     sea level rise causes flooding      ,sea level rise causes flooding,1.
     sea level rise leads to pollution    ,sea level rise leads to flooding,0.816
     factors associated with flooding are pollution,The factors associated with flooding are sea level rise,0.721
     due to sea level rise pollution is caused      ,Due to sea level rise flooding is caused,0.865
     yes  ,Yes,0.976
     yes  ,Yes,0.976
     yes  ,Yes,0.976
     flooding is caused by pollution    ,flooding is caused by sea level rise,0.723
     flooding    ,flooding,1.000
     crime causes prostitution    ,crime causes pregnancy,0.721
     crime results in prostitution,crime results in pregnancy,0.704
     crime causes prostitution,crime causes pregnancy,0.721
     crime leads to prostitution,crime leads to pregnancy,0.742
     factors associated with pregnancy are prostitution  ,The factors associated with pregnancy are crime,0.777
     due to crime prostitution is caused,Due to crime pregnancy is caused,0.807
     yes  ,Yes,0.976
     yes          ,Yes,0.976
     yes            ,Yes,0.976
     pregnancy is caused by prostitution  ,pregnancy is caused by crime,0.805
     pregnancy  ,pregnancy,1.000
     petrol causes pollution,petrol causes fire,0.626
     petrol results in pollution,petrol results in fire,0.560
     petrol causes pollution,petrol causes fire,0.626
     petrol leads to emissions,petrol leads to fire,0.562
     factors associated with fire are censorship,The factors associated with fire are petrol,0.685
     due to petrol pollution is caused  ,Due to petrol fire is caused,0.555
     yes  ,Yes,0.976
     yes  ,Yes,0.976
     yes  ,Yes,0.976
     fire is caused by pollution        ,fire is caused by petrol,0.745
     fire            ,fire,1.000
     crime causes prostitution    ,crime causes death of another person,0.477
     crime results in prostitution,crime results in death of another person,0.565
     crime causes prostitution,crime causes death of another person,0.477
     crime leads to prostitution,crime leads to death of another person,0.525
     factors associated with death of another person are prostitution,The factors associated with death of another person are crime,0.778
     due to crime terrorism is caused,Due to crime death of another person is caused,0.538
     yes            ,Yes,0.976
     yes            ,Yes,0.976
     yes              ,Yes,0.976
     death of another person is caused by terrorism,death of another person is caused by crime,0.888
     death of another person    ,death of another person,1.
     sea level rise causes coastal erosion,sea level rise causes erosion,0.876
     sea level rise results in flooding    ,sea level rise results in erosion,0.869
     sea level rise causes coastal erosion,sea level rise causes erosion,0.876
     sea level rise leads to pollution    ,sea level rise leads to erosion,0.801
     factors associated with erosion are pollution,The factors associated with erosion are sea level rise,0.732
     due to sea level rise coastal erosion is caused,Due to sea level rise erosion is caused,0.896
     yes  ,Yes,0.976
     yes              ,Yes,0.976
     yes  ,Yes,0.976
     erosion is caused by pollution,erosion is caused by sea level rise,0.722
     erosion,erosion,1.000
     crime causes prostitution    ,crime causes financial loss,0.549
     crime results in prostitution,crime results in financial loss,0.404
     crime causes prostitution,crime causes financial loss,0.549
     crime leads to prostitution,crime leads to financial loss,0.585
     factors associated with financial loss are terrorism  ,The factors associated with financial loss are crime,0.770
     due to crime terrorism is caused,Due to crime financial loss is caused,0.553
     yes  ,Yes,0.976
     yes        ,Yes,0.976
     yes          ,Yes,0.976
     financial loss is caused by pollution  ,financial loss is caused by crime,0.794
     financial loss      ,financial loss,1.
     crime causes prostitution    ,crime causes loss of life,0.578
     crime results in prostitution,crime results in loss of life,0.589
     crime causes prostitution,crime causes loss of life,0.578
     crime leads to prostitution,crime leads to loss of life,0.638
     factors associated with loss of life are pollution,The factors associated with loss of life are crime,0.796
     due to crime terrorism is caused,Due to crime loss of life is caused,0.568
     yes          ,Yes,0.976
     yes          ,Yes,0.976
     yes            ,Yes,0.976
     loss of life is caused by terrorism,loss of life is caused by crime,0.882
     loss of life  ,loss of life,1.000
     sea level rise causes coastal erosion,sea level rise causes beach erosion,0.938
     sea level rise results in flooding    ,sea level rise results in beach erosion,0.860
     sea level rise causes coastal erosion,sea level rise causes beach erosion,0.938
     sea level rise leads to pollution    ,sea level rise leads to beach erosion,0.822
     factors associated with beach erosion are pollution  ,The factors associated with beach erosion are sea level rise,0.780
     due to sea level rise coastal erosion is caused,Due to sea level rise beach erosion is caused,0.949
     yes  ,Yes,0.976
     yes                ,Yes,0.976
     yes  ,Yes,0.976
     beach erosion is caused by pollution    ,beach erosion is caused by sea level rise,0.792
     beach erosion    ,beach erosion,1.
     crime causes prostitution    ,crime causes great bodily injury,0.405
     crime results in prostitution,crime results in great bodily injury,0.562
     crime causes prostitution,crime causes great bodily injury,0.405
     crime leads to pollution,crime leads to great bodily injury,0.570
     factors associated with great bodily injury are pollution  ,The factors associated with great bodily injury are crime,0.733
     due to crime terrorism is caused,Due to crime great bodily injury is caused,0.376
     crime,Yes,0.992
     yes            ,Yes,0.976
     yes              ,Yes,0.976
     great bodily injury is caused by terrorism  ,great bodily injury is caused by crime,0.860
     great bodily injury                                                                                                              ,great bodily injury,1.
     crime causes prostitution    ,crime causes costs,0.609
     crime results in prostitution,crime results in costs,0.599
     crime causes pollution,crime causes costs,0.617
     crime leads to pollution,crime leads to costs,0.699
     factors associated with costs are terrorism,The factors associated with costs are crime,0.604
     due to crime prostitution is caused,Due to crime costs is caused,0.543
     yes      ,Yes,0.976
     yes      ,Yes,0.976
     yes        ,Yes,0.976
     costs is caused by terrorism,costs is caused by crime,0.863
     costs    ,costs,1.000
     crime causes prostitution    ,crime causes outrage,0.483
     crime results in prostitution,crime results in outrage,0.612
     crime causes prostitution,crime causes outrage,0.483
     crime leads to prostitution,crime leads to outrage,0.609
     factors associated with outrage are pollution  ,The factors associated with outrage are crime,0.700
     due to crime terrorism is caused,Due to crime outrage is caused,0.656
     yes  ,Yes,0.976
     yes        ,Yes,0.976
     yes          ,Yes,0.976
rage is caused by terrorism  ,outrage is caused by crime,0.860
     outrage      ,outrage,1.000
     crime causes terrorism    ,crime causes conflict,0.690
     crime results in terrorism,crime results in conflict,0.777
     crime causes pollution,crime causes conflict,0.694
     crime leads to terrorism,crime leads to conflict,0.782
     factors associated with conflict are pollution,The factors associated with conflict are crime,0.790
     due to crime terrorism is caused,Due to crime conflict is caused,0.743
     yes  ,Yes,0.976
     yes      ,Yes,0.976
     yes        ,Yes,0.976
     conflict is caused by terrorism,conflict is caused by crime,0.858
     conflict      ,conflict,1.000
     crime causes prostitution    ,crime causes concern,0.405
     crime results in terrorism,crime results in concern,0.510
     crime causes prostitution,crime causes concern,0.405
     crime leads to pollution,crime leads to concern,0.519
     factors associated with concern are pollution  ,The factors associated with concern are crime,0.775
     due to crime terrorism is caused,Due to crime concern is caused,0.586
     yes  ,Yes,0.976
     yes      ,Yes,0.976
     yes        ,Yes,0.976
     concern is caused by terrorism      ,concern is caused by crime,0.865
     concern      ,concern,1.000
     crime causes prostitution    ,crime causes gangs,0.781
     crime results in prostitution,crime results in gangs,0.772
     crime causes prostitution,crime causes gangs,0.781
     crime leads to prostitution,crime leads to gangs,0.808
     factors associated with gangs are prostitution  ,The factors associated with gangs are crime,0.720
     due to crime terrorism is caused,Due to crime gangs is caused,0.548
     yes  ,Yes,0.976
     yes        ,Yes,0.976
     yes          ,Yes,0.976
     gangs is caused by terrorism  ,gangs is caused by crime,0.863
     gangs                                                            ,gangs,1.
     illegal drugs causes addiction,illegal drugs causes harm,0.729
     illegal drugs results in pollution,illegal drugs results in harm,0.761
     illegal drugs causes addiction,illegal drugs causes harm,0.729
     illegal drugs leads to addiction,illegal drugs leads to harm,0.767
     factors associated with harm are pollution  ,The factors associated with harm are illegal drugs,0.705
     due to illegal drugs pollution is caused,Due to illegal drugs harm is caused,0.781
     yes          ,Yes,0.976
     yes            ,Yes,0.976
     yes            ,Yes,0.976
     harm is caused by prostitution  ,harm is caused by illegal drugs,0.821
     harm      ,harm,1.000
th causes censorship,truth causes harm,0.585
     truth results in censorship,truth results in harm,0.649
th causes censorship,truth causes harm,0.585
     truth leads to pornography,truth leads to harm,0.715
     factors associated with harm are censorship,The factors associated with harm are truth,0.649
     due to truth censorship is caused,Due to truth harm is caused,0.697
     yes      ,Yes,0.976
     yes      ,Yes,0.976
     yes        ,Yes,0.976
     harm is caused by prostitution  ,harm is caused by truth,0.623
     harm  ,harm,1.000
     sea level rise causes flooding      ,sea level rise causes increased coastal flooding,0.955
     sea level rise results in flooding    ,sea level rise results in increased coastal flooding,0.932
     sea level rise causes flooding      ,sea level rise causes increased coastal flooding,0.955
     sea level rise leads to pollution    ,sea level rise leads to increased coastal flooding,0.745
     factors associated with increased coastal flooding are pollution  ,The factors associated with increased coastal flooding are sea level rise,0.777
     due to sea level rise coastal erosion is caused,Due to sea level rise increased coastal flooding is caused,0.850
     yes                  ,Yes,0.976
     yes                  ,Yes,0.976
     yes  ,Yes,0.976
     increased coastal flooding is caused by pollution      ,increased coastal flooding is caused by sea level rise,0.835
     increased coastal flooding      ,increased coastal flooding,1.000
     sea level rise causes flooding      ,sea level rise causes coastal flooding,0.981
     sea level rise results in flooding    ,sea level rise results in coastal flooding,0.977
     sea level rise causes flooding      ,sea level rise causes coastal flooding,0.981
     sea level rise leads to pollution    ,sea level rise leads to coastal flooding,0.798
     factors associated with coastal flooding are pollution  ,The factors associated with coastal flooding are sea level rise,0.756
     due to sea level rise coastal erosion is caused,Due to sea level rise coastal flooding is caused,0.916
     yes  ,Yes,0.976
     yes                ,Yes,0.976
     yes  ,Yes,0.976
     coastal flooding is caused by pollution    ,coastal flooding is caused by sea level rise,0.803
     coastal flooding                                                                                                        ,coastal flooding,1.000
     crime causes terrorism    ,crime causes ignite war,0.419
     crime results in prostitution,crime results in ignite war,0.671
     crime causes terrorism,crime causes ignite war,0.419
     crime leads to prostitution,crime leads to ignite war,0.537
     factors associated with ignite war are pollution,The factors associated with ignite war are crime,0.801
     due to crime terrorism is caused,Due to crime ignite war is caused,0.725
     yes  ,Yes,0.976
     yes          ,Yes,0.976
     yes            ,Yes,0.976
     ignite war is caused by terrorism,ignite war is caused by crime,0.876
     ignite war    ,ignite war,1.
     crime causes prostitution    ,crime causes emotional distress,0.613
     crime results in prostitution,crime results in emotional distress,0.708
     crime causes prostitution,crime causes emotional distress,0.613
     crime leads to pollution,crime leads to emotional distress,0.691
     factors associated with emotional distress are pornography,The factors associated with emotional distress are crime,0.775
     due to crime terrorism is caused,Due to crime emotional distress is caused,0.554
     yes  ,Yes,0.976
     yes            ,Yes,0.976
     yes              ,Yes,0.976
     emotional distress is caused by terrorism  ,emotional distress is caused by crime,0.892
     emotional distress                                                                                                                ,emotional distress,1.000
     crime causes prostitution    ,crime causes downfall,0.607
     crime results in prostitution,crime results in downfall,0.607
     crime causes prostitution,crime causes downfall,0.607
     crime leads to prostitution,crime leads to downfall,0.707
     factors associated with downfall are pollution  ,The factors associated with downfall are crime,0.752
     due to crime terrorism is caused,Due to crime downfall is caused,0.666
     yes  ,Yes,0.976
     yes        ,Yes,0.976
     yes          ,Yes,0.976
     downfall is caused by terrorism,downfall is caused by crime,0.863
     downfall  ,downfall,1.
     crime causes prostitution    ,crime causes empire into a state of moral lethargy,0.535
     crime results in prostitution,crime results in empire into a state of moral lethargy,0.566
     crime causes prostitution,crime causes empire into a state of moral lethargy,0.535
     crime leads to prostitution,crime leads to empire into a state of moral lethargy,0.600
     factors associated with empire into a state of moral lethargy are censorship,The factors associated with empire into a state of moral lethargy are crime,0.820
     due to crime terrorism is caused,Due to crime empire into a state of moral lethargy is caused,0.549
     yes  ,Yes,0.976
     yes                          ,Yes,0.976
     yes                            ,Yes,0.976
     empire into a state of moral lethargy is caused by fascism,empire into a state of moral lethargy is caused by crime,0.927
     empire into a state of moral lethargy                                                                          ,empire into a state of moral lethargy,1.000
     crime causes prostitution    ,crime causes prostitution,1.000
     crime results in prostitution,crime results in prostitution,1.
     crime causes prostitution,crime causes prostitution,1.000
     crime leads to prostitution,crime leads to prostitution,1.000
     factors associated with prostitution are pornography,The factors associated with prostitution are crime,0.657
     due to crime prostitution is caused,Due to crime prostitution is caused,0.978
     yes  ,Yes,0.976
     yes        ,Yes,0.976
     yes          ,Yes,0.976
     prostitution is caused by pornography,prostitution is caused by crime,0.784
     prostitution,prostitution,1.000
     sea level rise causes flooding      ,sea level rise causes deglaciation,0.790
     sea level rise results in flooding    ,sea level rise results in deglaciation,0.764
     sea level rise causes flooding      ,sea level rise causes deglaciation,0.790
     sea level rise leads to pollution    ,sea level rise leads to deglaciation,0.775
     factors associated with deglaciation are pollution        ,The factors associated with deglaciation are sea level rise,0.793
     due to sea level rise coastal erosion is caused,Due to sea level rise deglaciation is caused,0.848
     yes  ,Yes,0.976
     yes                ,Yes,0.976
     yes  ,Yes,0.976
     deglaciation is caused by pollution,deglaciation is caused by sea level rise,0.819
     deglaciation,deglaciation,1.
     crime causes prostitution    ,crime causes impairment of an employee ’ s body,0.557
     crime results in prostitution,crime results in impairment of an employee ’ s body,0.574
     crime causes prostitution,crime causes impairment of an employee ’ s body,0.557
     crime leads to prostitution,crime leads to impairment of an employee ’ s body,0.528
     factors associated with impairment of an employee ’ s body are pollution,The factors associated with impairment of an employee ’ s body are crime,0.867
     due to crime terrorism is caused,Due to crime impairment of an employee ’ s body is caused,0.558
     yes  ,Yes,0.976
     yes                      ,Yes,0.976
     yes                        ,Yes,0.976
     impairment of an employee ’ s body is caused by prostitution,impairment of an employee ’ s body is caused by crime,0.881
     impairment of an employee ’ s body  ,impairment of an employee ’ s body,1.000
     crime causes prostitution    ,crime causes demands,0.439
     crime results in terrorism,crime results in demands,0.629
     crime causes prostitution,crime causes demands,0.439
     crime leads to prostitution,crime leads to demands,0.633
     factors associated with demands are pollution  ,The factors associated with demands are crime,0.668
     due to crime terrorism is caused,Due to crime demands is caused,0.636
     yes  ,Yes,0.976
     yes        ,Yes,0.976
     yes          ,Yes,0.976
     demands is caused by pollution,demands is caused by crime,0.789
     demands      ,demands,1.000
th causes censorship,truth causes paper considerable embarrassment,0.475
     truth results in censorship,truth results in paper considerable embarrassment,0.616
th causes censorship,truth causes paper considerable embarrassment,0.475
     truth leads to censorship,truth leads to paper considerable embarrassment,0.604
     factors associated with paper considerable embarrassment are censorship,The factors associated with paper considerable embarrassment are truth,0.676
     due to truth censorship is caused,Due to truth paper considerable embarrassment is caused,0.509
     yes              ,Yes,0.976
     yes                ,Yes,0.976
     yes                        ,Yes,0.976
     paper considerable embarrassment is caused by pornography,paper considerable embarrassment is caused by truth,0.827
     paper considerable embarrassment                                                                                                          ,paper considerable embarrassment,1.
     crime causes prostitution    ,crime causes erroneous arrest record,0.493
     crime results in prostitution,crime results in erroneous arrest record,0.539
     crime causes prostitution,crime causes erroneous arrest record,0.493
     crime leads to prostitution,crime leads to erroneous arrest record,0.522
     factors associated with erroneous arrest record are prostitution  ,The factors associated with erroneous arrest record are crime,0.826
     due to crime terrorism is caused,Due to crime erroneous arrest record is caused,0.516
     yes  ,Yes,0.976
     yes              ,Yes,0.976
     yes                ,Yes,0.976
     erroneous arrest record is caused by terrorism,erroneous arrest record is caused by crime,0.863
     erroneous arrest record  ,erroneous arrest record,1.
     crime causes prostitution    ,crime causes moral imbalance,0.677
     crime results in prostitution,crime results in moral imbalance,0.716
     crime causes prostitution,crime causes moral imbalance,0.677
     crime leads to pollution,crime leads to moral imbalance,0.716
     factors associated with moral imbalance are pornography,The factors associated with moral imbalance are crime,0.809
     due to crime terrorism is caused,Due to crime moral imbalance is caused,0.625
     yes  ,Yes,0.976
     yes            ,Yes,0.976
     yes              ,Yes,0.976
     moral imbalance is caused by prostitution  ,moral imbalance is caused by crime,0.897
     moral imbalance    ,moral imbalance,1.
     crime causes prostitution    ,crime causes danger to the military unit,0.525
     crime results in prostitution,crime results in danger to the military unit,0.642
     crime causes prostitution,crime causes danger to the military unit,0.525
     crime leads to prostitution,crime leads to danger to the military unit,0.676
     factors associated with danger to the military unit are terrorism  ,The factors associated with danger to the military unit are crime,0.840
     due to crime terrorism is caused,Due to crime danger to the military unit is caused,0.659
     yes                  ,Yes,0.976
     yes              ,Yes,0.976
     yes                ,Yes,0.976
     danger to the military unit is caused by terrorism  ,danger to the military unit is caused by crime,0.918
     danger to the military unit    ,danger to the military unit,1.000
     crime causes prostitution    ,crime causes remaining deaths,0.423
     crime results in prostitution,crime results in remaining deaths,0.584
     crime causes prostitution,crime causes remaining deaths,0.423
     crime leads to prostitution,crime leads to remaining deaths,0.553
     factors associated with remaining deaths are pollution,The factors associated with remaining deaths are crime,0.781
     due to crime terrorism is caused,Due to crime remaining deaths is caused,0.698
     yes  ,Yes,0.976
     yes          ,Yes,0.976
     yes            ,Yes,0.976
     remaining deaths is caused by terrorism,remaining deaths is caused by crime,0.863
     remaining deaths    ,remaining deaths,1.
     crime causes prostitution    ,crime causes migration of large numbers of unaccompanied minors to the us border,0.575
     crime results in prostitution,crime results in migration of large numbers of unaccompanied minors to the us border,0.655
     crime causes prostitution,crime causes migration of large numbers of unaccompanied minors to the us border,0.575
     crime leads to prostitution,crime leads to migration of large numbers of unaccompanied minors to the us border,0.556
     factors associated with migration of large numbers of unaccompanied minors to the us border include prostitution      ,The factors associated with migration of large numbers of unaccompanied minors to the us border are crime,0.854
     due to crime prostitution is caused,Due to crime migration of large numbers of unaccompanied minors to the us border is caused,0.669
     yes  ,Yes,0.976
     crime leads to migration of large numbers of unaccompanied minors to the us border  ,Yes,-0.22
     crime contributes to migration of large numbers of unaccompanied minors to the us border      ,Yes,-0.23
     migration of large numbers of unaccompanied minors to the us border is caused by terrorism      ,migration of large numbers of unaccompanied minors to the us border is caused by crime,0.946
     migration of large numbers of unaccompanied minors to the us border    ,migration of large numbers of unaccompanied minors to the us border,1.000
     crime causes prostitution    ,crime causes citizens who must take up the majority of the responsibility in healing the pains,0.340
     crime results in prostitution,crime results in citizens who must take up the majority of the responsibility in healing the pains,0.535
     crime causes prostitution,crime causes citizens who must take up the majority of the responsibility in healing the pains,0.340
     crime leads to prostitution,crime leads to citizens who must take up the majority of the responsibility in healing the pains,0.514
     factors associated with citizens who must take up the majority of the responsibility in healing the pains include pollution,The factors associated with citizens who must take up the majority of the responsibility in healing the pains are crime,0.858
     due to crime pollution is caused,Due to crime citizens who must take up the majority of the responsibility in healing the pains is caused,0.497
     yes  ,Yes,0.976
     crime leads to citizens who must take up the majority of the responsibility in healing the pains                                                                                                            ,Yes,-0.09
     yes                                            ,Yes,0.976
     citizens who must take up the majority of the responsibility in healing the pains is caused by pollution,citizens who must take up the majority of the responsibility in healing the pains is caused by crime,0.933
     citizens who must take up the majority of the responsibility in healing the pains                                              ,citizens who must take up the majority of the responsibility in healing the pains,1.
     crime causes prostitution    ,crime causes offenders,0.639
     crime results in prostitution,crime results in offenders,0.650
     crime causes prostitution,crime causes offenders,0.639
     crime leads to prison  ,crime leads to offenders,0.625
     factors associated with offenders are prostitution,The factors associated with offenders are crime,0.732
     due to crime terrorism is caused,Due to crime offenders is caused,0.427
     yes  ,Yes,0.976
     yes        ,Yes,0.976
     yes          ,Yes,0.976
     offenders is caused by prostitution,offenders is caused by crime,0.803
     offenders                                                                                                  ,offenders,1.000
     crime causes prostitution    ,crime causes voter disenchantment with the kirchners,0.526
     crime results in prostitution,crime results in voter disenchantment with the kirchners,0.579
     crime causes prostitution,crime causes voter disenchantment with the kirchners,0.526
     crime leads to prostitution,crime leads to voter disenchantment with the kirchners,0.566
     factors associated with voter disenchantment with the kirchners are capitalism,The factors associated with voter disenchantment with the kirchners are crime,0.852
     due to crime terrorism is caused,Due to crime voter disenchantment with the kirchners is caused,0.657
     yes                            ,Yes,0.976
     yes                          ,Yes,0.976
     yes                            ,Yes,0.976
er disenchantment with the kirchners is caused by pollution,voter disenchantment with the kirchners is caused by crime,0.920
     voter disenchantment with the kirchners,voter disenchantment with the kirchners,1.000
     sea level rise causes flooding      ,sea level rise causes open water zones within the salt marsh,0.783
     sea level rise results in flooding    ,sea level rise results in open water zones within the salt marsh,0.791
     sea level rise causes flooding      ,sea level rise causes open water zones within the salt marsh,0.783
     sea level rise leads to pollution    ,sea level rise leads to open water zones within the salt marsh,0.761
     factors associated with open water zones within the salt marsh are pollution,The factors associated with open water zones within the salt marsh are sea level rise,0.798
     due to sea level rise pollution is caused      ,Due to sea level rise open water zones within the salt marsh is caused,0.797
     yes  ,Yes,0.976
     yes                        ,Yes,0.976
     yes  ,Yes,0.976
     open water zones within the salt marsh is caused by pollution  ,open water zones within the salt marsh is caused by sea level rise,0.872
     open water zones within the salt marsh  ,open water zones within the salt marsh,1.
     crime causes prostitution    ,crime causes serious damage to property,0.419
     crime results in prostitution,crime results in serious damage to property,0.541
     crime causes prostitution,crime causes serious damage to property,0.419
     crime leads to prostitution,crime leads to serious damage to property,0.482
     factors associated with serious damage to property are pollution,The factors associated with serious damage to property are crime,0.755
     due to crime terrorism is caused,Due to crime serious damage to property is caused,0.465
     yes            ,Yes,0.976
     yes            ,Yes,0.976
     yes              ,Yes,0.976
     serious damage to property is caused by terrorism    ,serious damage to property is caused by crime,0.874
     serious damage to property    ,serious damage to property,1.
     crime causes prostitution    ,crime causes use of drugs,0.717
     crime results in prostitution,crime results in use of drugs,0.784
     crime causes prostitution,crime causes use of drugs,0.717
     crime leads to prostitution,crime leads to use of drugs,0.734
     factors associated with use of drugs are prostitution  ,The factors associated with use of drugs are crime,0.742
     due to crime prostitution is caused,Due to crime use of drugs is caused,0.796
     yes            ,Yes,0.976
     yes            ,Yes,0.976
     yes              ,Yes,0.976
     use of drugs is caused by prostitution  ,use of drugs is caused by crime,0.845
     use of drugs  ,use of drugs,1.
     crime causes prostitution    ,crime causes reductions in public and private expenditures,0.560
     crime results in prostitution,crime results in reductions in public and private expenditures,0.576
     crime causes prostitution,crime causes reductions in public and private expenditures,0.560
     crime leads to pollution,crime leads to reductions in public and private expenditures,0.575
     factors associated with reductions in public and private expenditures are pollution  ,The factors associated with reductions in public and private expenditures are crime,0.860
     due to crime pollution is caused,Due to crime reductions in public and private expenditures is caused,0.583
     yes  ,Yes,0.976
     yes                        ,Yes,0.976
     yes                          ,Yes,0.976
     reductions in public and private expenditures is caused by terrorism,reductions in public and private expenditures is caused by crime,0.941
     reductions in public and private expenditures  ,reductions in public and private expenditures,1.
     crime causes prostitution    ,crime causes vampirism,0.727
     crime results in prostitution,crime results in vampirism,0.782
     crime causes prostitution,crime causes vampirism,0.727
     crime leads to terrorism,crime leads to vampirism,0.818
     factors associated with vampirism are prostitution      ,The factors associated with vampirism are crime,0.828
     due to crime terrorism is caused,Due to crime vampirism is caused,0.826
     yes            ,Yes,0.976
     yes            ,Yes,0.976
     yes              ,Yes,0.976
     vampirism is caused by terrorism,vampirism is caused by crime,0.899
     vampirism  ,vampirism,1.
     crime causes prostitution    ,crime causes city dwellings,0.649
     crime results in prostitution,crime results in city dwellings,0.540
     crime causes prostitution,crime causes city dwellings,0.649
     crime leads to prostitution,crime leads to city dwellings,0.692
     factors associated with city dwellings are pollution,The factors associated with city dwellings are crime,0.745
     due to crime terrorism is caused,Due to crime city dwellings is caused,0.632
     yes          ,Yes,0.976
     yes          ,Yes,0.976
     yes            ,Yes,0.976
     city dwellings is caused by prostitution,city dwellings is caused by crime,0.832
     city dwellings  ,city dwellings,1.000
     crime causes prostitution    ,crime causes higher quality of schools,0.602
     crime results in prostitution,crime results in higher quality of schools,0.634
     crime causes prostitution,crime causes higher quality of schools,0.602
     crime leads to pollution,crime leads to higher quality of schools,0.640
     factors associated with higher quality of schools is pollution  ,The factors associated with higher quality of schools are crime,0.781
     due to crime terrorism is caused,Due to crime higher quality of schools is caused,0.513
     yes            ,Yes,0.976
     yes            ,Yes,0.976
     yes              ,Yes,0.976
     higher quality of schools is caused by prostitution  ,higher quality of schools is caused by crime,0.905
     higher quality of schools    ,higher quality of schools,1.000
     crime causes prostitution    ,crime causes detectives would interview witnesses,0.424
     crime results in prison  ,crime results in detectives would interview witnesses,0.434
     crime causes prostitution,crime causes detectives would interview witnesses,0.424
     crime leads to prison  ,crime leads to detectives would interview witnesses,0.300
     factors associated with detectives would interview witnesses are prostitution  ,The factors associated with detectives would interview witnesses are crime,0.690
     due to crime terrorism is caused,Due to crime detectives would interview witnesses is caused,0.519
     yes  ,Yes,0.976
     yes                    ,Yes,0.976
     yes                      ,Yes,0.976
     detectives would interview witnesses is caused by terrorism  ,detectives would interview witnesses is caused by crime,0.886
     detectives would interview witnesses    ,detectives would interview witnesses,1.000
     sea level rise causes coastal erosion,sea level rise causes sedimentation along the shore,0.854
     sea level rise results in flooding    ,sea level rise results in sedimentation along the shore,0.804
     sea level rise causes coastal erosion,sea level rise causes sedimentation along the shore,0.854
     sea level rise leads to pollution    ,sea level rise leads to sedimentation along the shore,0.805
     factors associated with sedimentation along the shore are pollution,The factors associated with sedimentation along the shore are sea level rise,0.830
     due to sea level rise pollution is caused      ,Due to sea level rise sedimentation along the shore is caused,0.830
     yes  ,Yes,0.976
     yes                    ,Yes,0.976
     yes  ,Yes,0.976
     sedimentation along the shore is caused by pollution  ,sedimentation along the shore is caused by sea level rise,0.834
     sedimentation along the shore  ,sedimentation along the shore,1.000
     crime causes prostitution    ,crime causes cassette scandal,0.526
     crime results in prostitution,crime results in cassette scandal,0.675
     crime causes prostitution,crime causes cassette scandal,0.526
     crime leads to prostitution,crime leads to cassette scandal,0.670
     factors associated with cassette scandal are censorship,The factors associated with cassette scandal are crime,0.633
     due to crime terrorism is caused,Due to crime cassette scandal is caused,0.698
     yes              ,Yes,0.976
     yes                ,Yes,0.976
     yes                ,Yes,0.976
     cassette scandal is caused by pornography,cassette scandal is caused by crime,0.856
     cassette scandal                                                  ,cassette scandal,1.
     crime causes prostitution    ,crime causes act,0.328
     crime results in terrorism,crime results in act,0.605
     crime causes prostitution,crime causes act,0.328
     crime leads to terrorism,crime leads to act,0.579
     factors associated with act are pollution  ,The factors associated with act are crime,0.722
     due to crime terrorism is caused,Due to crime act is caused,0.534
     yes      ,Yes,0.976
     yes      ,Yes,0.976
     yes        ,Yes,0.976
     act is caused by terrorism,act is caused by crime,0.856
     act  ,act,1.000
     crime causes prostitution    ,crime causes bart to feel guilty about his actions,0.537
     crime results in prostitution,crime results in bart to feel guilty about his actions,0.597
     crime causes prostitution,crime causes bart to feel guilty about his actions,0.537
     crime leads to prostitution,crime leads to bart to feel guilty about his actions,0.505
     factors associated with bart to feel guilty about his actions are pornography,The factors associated with bart to feel guilty about his actions are crime,0.737
     due to crime terrorism is caused,Due to crime bart to feel guilty about his actions is caused,0.637
     yes  ,Yes,0.976
     yes                    ,Yes,0.976
     yes                              ,Yes,0.976
     bart to feel guilty about his actions is caused by terrorism  ,bart to feel guilty about his actions is caused by crime,0.920
     bart to feel guilty about his actions  ,bart to feel guilty about his actions,1.
     crime causes prostitution    ,crime causes public outrage,0.493
     crime results in prostitution,crime results in public outrage,0.627
     crime causes prostitution,crime causes public outrage,0.493
     crime leads to prostitution,crime leads to public outrage,0.603
