Prediction,Labels,BertScore
     crime leads to pollution,crime leads to concern,tensor([0.5193])
     factors associated with concern are pollution  ,The factors associated with concern are crime,tensor([0.7751])
     due to crime terrorism is caused,Due to crime concern is caused,tensor([0.5867])
     yes  ,Yes,tensor([0.9760])
     yes      ,Yes,tensor([0.9760])
     yes        ,Yes,tensor([0.9760])
     concern is caused by terrorism      ,concern is caused by crime,tensor([0.8653])
     concern      ,concern,tensor([1.0000])
     crime causes prostitution    ,crime causes gangs,tensor([0.7812])
     crime results in prostitution,crime results in gangs,tensor([0.7725])
     crime causes prostitution,crime causes gangs,tensor([0.7812])
     crime leads to prostitution,crime leads to gangs,tensor([0.8085])
     factors associated with gangs are prostitution  ,The factors associated with gangs are crime,tensor([0.7206])
     due to crime terrorism is caused,Due to crime gangs is caused,tensor([0.5481])
     yes  ,Yes,tensor([0.9760])
     yes        ,Yes,tensor([0.9760])
     yes          ,Yes,tensor([0.9760])
     gangs is caused by terrorism  ,gangs is caused by crime,tensor([0.8632])
     gangs                                                            ,gangs,tensor([1.])
     illegal drugs causes addiction,illegal drugs causes harm,tensor([0.7299])
     illegal drugs results in pollution,illegal drugs results in harm,tensor([0.7611])
     illegal drugs causes addiction,illegal drugs causes harm,tensor([0.7299])
     illegal drugs leads to addiction,illegal drugs leads to harm,tensor([0.7671])
     factors associated with harm are pollution  ,The factors associated with harm are illegal drugs,tensor([0.7054])
     due to illegal drugs pollution is caused,Due to illegal drugs harm is caused,tensor([0.7810])
     yes          ,Yes,tensor([0.9760])
     yes            ,Yes,tensor([0.9760])
     yes            ,Yes,tensor([0.9760])
     harm is caused by prostitution  ,harm is caused by illegal drugs,tensor([0.8213])
     harm      ,harm,tensor([1.0000])
th causes censorship,truth causes harm,tensor([0.5855])
     truth results in censorship,truth results in harm,tensor([0.6496])
th causes censorship,truth causes harm,tensor([0.5855])
     truth leads to pornography,truth leads to harm,tensor([0.7151])
     factors associated with harm are censorship,The factors associated with harm are truth,tensor([0.6493])
     due to truth censorship is caused,Due to truth harm is caused,tensor([0.6977])
     yes      ,Yes,tensor([0.9760])
     yes      ,Yes,tensor([0.9760])
     yes        ,Yes,tensor([0.9760])
     harm is caused by prostitution  ,harm is caused by truth,tensor([0.6239])
     harm  ,harm,tensor([1.0000])
     sea level rise causes flooding      ,sea level rise causes increased coastal flooding,tensor([0.9556])
     sea level rise results in flooding    ,sea level rise results in increased coastal flooding,tensor([0.9323])
     sea level rise causes flooding      ,sea level rise causes increased coastal flooding,tensor([0.9556])
     sea level rise leads to pollution    ,sea level rise leads to increased coastal flooding,tensor([0.7450])
     factors associated with increased coastal flooding are pollution  ,The factors associated with increased coastal flooding are sea level rise,tensor([0.7778])
     due to sea level rise coastal erosion is caused,Due to sea level rise increased coastal flooding is caused,tensor([0.8500])
     yes                  ,Yes,tensor([0.9760])
     yes                  ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     increased coastal flooding is caused by pollution      ,increased coastal flooding is caused by sea level rise,tensor([0.8358])
     increased coastal flooding      ,increased coastal flooding,tensor([1.0000])
     sea level rise causes flooding      ,sea level rise causes coastal flooding,tensor([0.9814])
     sea level rise results in flooding    ,sea level rise results in coastal flooding,tensor([0.9775])
     sea level rise causes flooding      ,sea level rise causes coastal flooding,tensor([0.9814])
     sea level rise leads to pollution    ,sea level rise leads to coastal flooding,tensor([0.7980])
     factors associated with coastal flooding are pollution  ,The factors associated with coastal flooding are sea level rise,tensor([0.7565])
     due to sea level rise coastal erosion is caused,Due to sea level rise coastal flooding is caused,tensor([0.9162])
     yes  ,Yes,tensor([0.9760])
     yes                ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     coastal flooding is caused by pollution    ,coastal flooding is caused by sea level rise,tensor([0.8033])
     coastal flooding                                                                                                        ,coastal flooding,tensor([1.0000])
     crime causes terrorism    ,crime causes ignite war,tensor([0.4199])
     crime results in prostitution,crime results in ignite war,tensor([0.6717])
     crime causes terrorism,crime causes ignite war,tensor([0.4199])
     crime leads to prostitution,crime leads to ignite war,tensor([0.5379])
     factors associated with ignite war are pollution,The factors associated with ignite war are crime,tensor([0.8019])
     due to crime terrorism is caused,Due to crime ignite war is caused,tensor([0.7254])
     yes  ,Yes,tensor([0.9760])
     yes          ,Yes,tensor([0.9760])
     yes            ,Yes,tensor([0.9760])
     ignite war is caused by terrorism,ignite war is caused by crime,tensor([0.8761])
     ignite war    ,ignite war,tensor([1.])
     crime causes prostitution    ,crime causes emotional distress,tensor([0.6138])
     crime results in prostitution,crime results in emotional distress,tensor([0.7085])
     crime causes prostitution,crime causes emotional distress,tensor([0.6138])
     crime leads to pollution,crime leads to emotional distress,tensor([0.6918])
     factors associated with emotional distress are pornography,The factors associated with emotional distress are crime,tensor([0.7750])
     due to crime terrorism is caused,Due to crime emotional distress is caused,tensor([0.5544])
     yes  ,Yes,tensor([0.9760])
     yes            ,Yes,tensor([0.9760])
     yes              ,Yes,tensor([0.9760])
     emotional distress is caused by terrorism  ,emotional distress is caused by crime,tensor([0.8929])
     emotional distress                                                                                                                ,emotional distress,tensor([1.0000])
     crime causes prostitution    ,crime causes downfall,tensor([0.6074])
     crime results in prostitution,crime results in downfall,tensor([0.6079])
     crime causes prostitution,crime causes downfall,tensor([0.6074])
     crime leads to prostitution,crime leads to downfall,tensor([0.7078])
     factors associated with downfall are pollution  ,The factors associated with downfall are crime,tensor([0.7525])
     due to crime terrorism is caused,Due to crime downfall is caused,tensor([0.6666])
     yes  ,Yes,tensor([0.9760])
     yes        ,Yes,tensor([0.9760])
     yes          ,Yes,tensor([0.9760])
     downfall is caused by terrorism,downfall is caused by crime,tensor([0.8637])
     downfall  ,downfall,tensor([1.])
     crime causes prostitution    ,crime causes empire into a state of moral lethargy,tensor([0.5354])
     crime results in prostitution,crime results in empire into a state of moral lethargy,tensor([0.5663])
     crime causes prostitution,crime causes empire into a state of moral lethargy,tensor([0.5354])
     crime leads to prostitution,crime leads to empire into a state of moral lethargy,tensor([0.6006])
     factors associated with empire into a state of moral lethargy are censorship,The factors associated with empire into a state of moral lethargy are crime,tensor([0.8207])
     due to crime terrorism is caused,Due to crime empire into a state of moral lethargy is caused,tensor([0.5496])
     yes  ,Yes,tensor([0.9760])
     yes                          ,Yes,tensor([0.9760])
     yes                            ,Yes,tensor([0.9760])
     empire into a state of moral lethargy is caused by fascism,empire into a state of moral lethargy is caused by crime,tensor([0.9274])
     empire into a state of moral lethargy                                                                          ,empire into a state of moral lethargy,tensor([1.0000])
     crime causes prostitution    ,crime causes prostitution,tensor([1.0000])
     crime results in prostitution,crime results in prostitution,tensor([1.])
     crime causes prostitution,crime causes prostitution,tensor([1.0000])
     crime leads to prostitution,crime leads to prostitution,tensor([1.0000])
     factors associated with prostitution are pornography,The factors associated with prostitution are crime,tensor([0.6575])
     due to crime prostitution is caused,Due to crime prostitution is caused,tensor([0.9780])
     yes  ,Yes,tensor([0.9760])
     yes        ,Yes,tensor([0.9760])
     yes          ,Yes,tensor([0.9760])
     prostitution is caused by pornography,prostitution is caused by crime,tensor([0.7842])
     prostitution,prostitution,tensor([1.0000])
     sea level rise causes flooding      ,sea level rise causes deglaciation,tensor([0.7902])
     sea level rise results in flooding    ,sea level rise results in deglaciation,tensor([0.7643])
     sea level rise causes flooding      ,sea level rise causes deglaciation,tensor([0.7902])
     sea level rise leads to pollution    ,sea level rise leads to deglaciation,tensor([0.7755])
     factors associated with deglaciation are pollution        ,The factors associated with deglaciation are sea level rise,tensor([0.7936])
     due to sea level rise coastal erosion is caused,Due to sea level rise deglaciation is caused,tensor([0.8489])
     yes  ,Yes,tensor([0.9760])
     yes                ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     deglaciation is caused by pollution,deglaciation is caused by sea level rise,tensor([0.8195])
     deglaciation,deglaciation,tensor([1.])
     crime causes prostitution    ,crime causes impairment of an employee ’ s body,tensor([0.5578])
     crime results in prostitution,crime results in impairment of an employee ’ s body,tensor([0.5742])
     crime causes prostitution,crime causes impairment of an employee ’ s body,tensor([0.5578])
     crime leads to prostitution,crime leads to impairment of an employee ’ s body,tensor([0.5282])
     factors associated with impairment of an employee ’ s body are pollution,The factors associated with impairment of an employee ’ s body are crime,tensor([0.8676])
     due to crime terrorism is caused,Due to crime impairment of an employee ’ s body is caused,tensor([0.5584])
     yes  ,Yes,tensor([0.9760])
     yes                      ,Yes,tensor([0.9760])
     yes                        ,Yes,tensor([0.9760])
     impairment of an employee ’ s body is caused by prostitution,impairment of an employee ’ s body is caused by crime,tensor([0.8814])
     impairment of an employee ’ s body  ,impairment of an employee ’ s body,tensor([1.0000])
     crime causes prostitution    ,crime causes demands,tensor([0.4394])
     crime results in terrorism,crime results in demands,tensor([0.6295])
     crime causes prostitution,crime causes demands,tensor([0.4394])
     crime leads to prostitution,crime leads to demands,tensor([0.6334])
     factors associated with demands are pollution  ,The factors associated with demands are crime,tensor([0.6685])
     due to crime terrorism is caused,Due to crime demands is caused,tensor([0.6369])
     yes  ,Yes,tensor([0.9760])
     yes        ,Yes,tensor([0.9760])
     yes          ,Yes,tensor([0.9760])
     demands is caused by pollution,demands is caused by crime,tensor([0.7890])
     demands      ,demands,tensor([1.0000])
th causes censorship,truth causes paper considerable embarrassment,tensor([0.4750])
     truth results in censorship,truth results in paper considerable embarrassment,tensor([0.6167])
th causes censorship,truth causes paper considerable embarrassment,tensor([0.4750])
     truth leads to censorship,truth leads to paper considerable embarrassment,tensor([0.6044])
     factors associated with paper considerable embarrassment are censorship,The factors associated with paper considerable embarrassment are truth,tensor([0.6766])
     due to truth censorship is caused,Due to truth paper considerable embarrassment is caused,tensor([0.5094])
     yes              ,Yes,tensor([0.9760])
     yes                ,Yes,tensor([0.9760])
     yes                        ,Yes,tensor([0.9760])
     paper considerable embarrassment is caused by pornography,paper considerable embarrassment is caused by truth,tensor([0.8275])
     paper considerable embarrassment                                                                                                          ,paper considerable embarrassment,tensor([1.])
     crime causes prostitution    ,crime causes erroneous arrest record,tensor([0.4934])
     crime results in prostitution,crime results in erroneous arrest record,tensor([0.5399])
     crime causes prostitution,crime causes erroneous arrest record,tensor([0.4934])
     crime leads to prostitution,crime leads to erroneous arrest record,tensor([0.5227])
     factors associated with erroneous arrest record are prostitution  ,The factors associated with erroneous arrest record are crime,tensor([0.8263])
     due to crime terrorism is caused,Due to crime erroneous arrest record is caused,tensor([0.5163])
     yes  ,Yes,tensor([0.9760])
     yes              ,Yes,tensor([0.9760])
     yes                ,Yes,tensor([0.9760])
     erroneous arrest record is caused by terrorism,erroneous arrest record is caused by crime,tensor([0.8638])
     erroneous arrest record  ,erroneous arrest record,tensor([1.])
     crime causes prostitution    ,crime causes moral imbalance,tensor([0.6777])
     crime results in prostitution,crime results in moral imbalance,tensor([0.7166])
     crime causes prostitution,crime causes moral imbalance,tensor([0.6777])
     crime leads to pollution,crime leads to moral imbalance,tensor([0.7169])
     factors associated with moral imbalance are pornography,The factors associated with moral imbalance are crime,tensor([0.8094])
     due to crime terrorism is caused,Due to crime moral imbalance is caused,tensor([0.6250])
     yes  ,Yes,tensor([0.9760])
     yes            ,Yes,tensor([0.9760])
     yes              ,Yes,tensor([0.9760])
     moral imbalance is caused by prostitution  ,moral imbalance is caused by crime,tensor([0.8979])
     moral imbalance    ,moral imbalance,tensor([1.])
     crime causes prostitution    ,crime causes danger to the military unit,tensor([0.5252])
     crime results in prostitution,crime results in danger to the military unit,tensor([0.6424])
     crime causes prostitution,crime causes danger to the military unit,tensor([0.5252])
     crime leads to prostitution,crime leads to danger to the military unit,tensor([0.6761])
     factors associated with danger to the military unit are terrorism  ,The factors associated with danger to the military unit are crime,tensor([0.8406])
     due to crime terrorism is caused,Due to crime danger to the military unit is caused,tensor([0.6597])
     yes                  ,Yes,tensor([0.9760])
     yes              ,Yes,tensor([0.9760])
     yes                ,Yes,tensor([0.9760])
     danger to the military unit is caused by terrorism  ,danger to the military unit is caused by crime,tensor([0.9183])
     danger to the military unit    ,danger to the military unit,tensor([1.0000])
     crime causes prostitution    ,crime causes remaining deaths,tensor([0.4235])
     crime results in prostitution,crime results in remaining deaths,tensor([0.5841])
     crime causes prostitution,crime causes remaining deaths,tensor([0.4235])
     crime leads to prostitution,crime leads to remaining deaths,tensor([0.5537])
     factors associated with remaining deaths are pollution,The factors associated with remaining deaths are crime,tensor([0.7815])
     due to crime terrorism is caused,Due to crime remaining deaths is caused,tensor([0.6988])
     yes  ,Yes,tensor([0.9760])
     yes          ,Yes,tensor([0.9760])
     yes            ,Yes,tensor([0.9760])
     remaining deaths is caused by terrorism,remaining deaths is caused by crime,tensor([0.8636])
     remaining deaths    ,remaining deaths,tensor([1.])
     crime causes prostitution    ,crime causes migration of large numbers of unaccompanied minors to the us border,tensor([0.5754])
     crime results in prostitution,crime results in migration of large numbers of unaccompanied minors to the us border,tensor([0.6554])
     crime causes prostitution,crime causes migration of large numbers of unaccompanied minors to the us border,tensor([0.5754])
     crime leads to prostitution,crime leads to migration of large numbers of unaccompanied minors to the us border,tensor([0.5567])
     factors associated with migration of large numbers of unaccompanied minors to the us border include prostitution      ,The factors associated with migration of large numbers of unaccompanied minors to the us border are crime,tensor([0.8546])
     due to crime prostitution is caused,Due to crime migration of large numbers of unaccompanied minors to the us border is caused,tensor([0.6690])
     yes  ,Yes,tensor([0.9760])
     crime leads to migration of large numbers of unaccompanied minors to the us border  ,Yes,tensor([-0.2299])
     crime contributes to migration of large numbers of unaccompanied minors to the us border      ,Yes,tensor([-0.2353])
     migration of large numbers of unaccompanied minors to the us border is caused by terrorism      ,migration of large numbers of unaccompanied minors to the us border is caused by crime,tensor([0.9461])
     migration of large numbers of unaccompanied minors to the us border    ,migration of large numbers of unaccompanied minors to the us border,tensor([1.0000])
     crime causes prostitution    ,crime causes citizens who must take up the majority of the responsibility in healing the pains,tensor([0.3404])
     crime results in prostitution,crime results in citizens who must take up the majority of the responsibility in healing the pains,tensor([0.5352])
     crime causes prostitution,crime causes citizens who must take up the majority of the responsibility in healing the pains,tensor([0.3404])
     crime leads to prostitution,crime leads to citizens who must take up the majority of the responsibility in healing the pains,tensor([0.5145])
     factors associated with citizens who must take up the majority of the responsibility in healing the pains include pollution,The factors associated with citizens who must take up the majority of the responsibility in healing the pains are crime,tensor([0.8582])
     due to crime pollution is caused,Due to crime citizens who must take up the majority of the responsibility in healing the pains is caused,tensor([0.4976])
     yes  ,Yes,tensor([0.9760])
     crime leads to citizens who must take up the majority of the responsibility in healing the pains                                                                                                            ,Yes,tensor([-0.0977])
     yes                                            ,Yes,tensor([0.9760])
     citizens who must take up the majority of the responsibility in healing the pains is caused by pollution,citizens who must take up the majority of the responsibility in healing the pains is caused by crime,tensor([0.9332])
     citizens who must take up the majority of the responsibility in healing the pains                                              ,citizens who must take up the majority of the responsibility in healing the pains,tensor([1.])
     crime causes prostitution    ,crime causes offenders,tensor([0.6395])
     crime results in prostitution,crime results in offenders,tensor([0.6500])
     crime causes prostitution,crime causes offenders,tensor([0.6395])
     crime leads to prison  ,crime leads to offenders,tensor([0.6251])
     factors associated with offenders are prostitution,The factors associated with offenders are crime,tensor([0.7326])
     due to crime terrorism is caused,Due to crime offenders is caused,tensor([0.4278])
     yes  ,Yes,tensor([0.9760])
     yes        ,Yes,tensor([0.9760])
     yes          ,Yes,tensor([0.9760])
     offenders is caused by prostitution,offenders is caused by crime,tensor([0.8035])
     offenders                                                                                                  ,offenders,tensor([1.0000])
     crime causes prostitution    ,crime causes voter disenchantment with the kirchners,tensor([0.5263])
     crime results in prostitution,crime results in voter disenchantment with the kirchners,tensor([0.5796])
     crime causes prostitution,crime causes voter disenchantment with the kirchners,tensor([0.5263])
     crime leads to prostitution,crime leads to voter disenchantment with the kirchners,tensor([0.5665])
     factors associated with voter disenchantment with the kirchners are capitalism,The factors associated with voter disenchantment with the kirchners are crime,tensor([0.8527])
     due to crime terrorism is caused,Due to crime voter disenchantment with the kirchners is caused,tensor([0.6573])
     yes                            ,Yes,tensor([0.9760])
     yes                          ,Yes,tensor([0.9760])
     yes                            ,Yes,tensor([0.9760])
er disenchantment with the kirchners is caused by pollution,voter disenchantment with the kirchners is caused by crime,tensor([0.9201])
     voter disenchantment with the kirchners,voter disenchantment with the kirchners,tensor([1.0000])
     sea level rise causes flooding      ,sea level rise causes open water zones within the salt marsh,tensor([0.7832])
     sea level rise results in flooding    ,sea level rise results in open water zones within the salt marsh,tensor([0.7910])
     sea level rise causes flooding      ,sea level rise causes open water zones within the salt marsh,tensor([0.7832])
     sea level rise leads to pollution    ,sea level rise leads to open water zones within the salt marsh,tensor([0.7618])
     factors associated with open water zones within the salt marsh are pollution,The factors associated with open water zones within the salt marsh are sea level rise,tensor([0.7986])
     due to sea level rise pollution is caused      ,Due to sea level rise open water zones within the salt marsh is caused,tensor([0.7978])
     yes  ,Yes,tensor([0.9760])
     yes                        ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     open water zones within the salt marsh is caused by pollution  ,open water zones within the salt marsh is caused by sea level rise,tensor([0.8728])
     open water zones within the salt marsh  ,open water zones within the salt marsh,tensor([1.])
     crime causes prostitution    ,crime causes serious damage to property,tensor([0.4192])
     crime results in prostitution,crime results in serious damage to property,tensor([0.5418])
     crime causes prostitution,crime causes serious damage to property,tensor([0.4192])
     crime leads to prostitution,crime leads to serious damage to property,tensor([0.4826])
     factors associated with serious damage to property are pollution,The factors associated with serious damage to property are crime,tensor([0.7552])
     due to crime terrorism is caused,Due to crime serious damage to property is caused,tensor([0.4654])
     yes            ,Yes,tensor([0.9760])
     yes            ,Yes,tensor([0.9760])
     yes              ,Yes,tensor([0.9760])
     serious damage to property is caused by terrorism    ,serious damage to property is caused by crime,tensor([0.8743])
     serious damage to property    ,serious damage to property,tensor([1.])
     crime causes prostitution    ,crime causes use of drugs,tensor([0.7178])
     crime results in prostitution,crime results in use of drugs,tensor([0.7846])
     crime causes prostitution,crime causes use of drugs,tensor([0.7178])
     crime leads to prostitution,crime leads to use of drugs,tensor([0.7348])
     factors associated with use of drugs are prostitution  ,The factors associated with use of drugs are crime,tensor([0.7429])
     due to crime prostitution is caused,Due to crime use of drugs is caused,tensor([0.7963])
     yes            ,Yes,tensor([0.9760])
     yes            ,Yes,tensor([0.9760])
     yes              ,Yes,tensor([0.9760])
     use of drugs is caused by prostitution  ,use of drugs is caused by crime,tensor([0.8452])
     use of drugs  ,use of drugs,tensor([1.])
     crime causes prostitution    ,crime causes reductions in public and private expenditures,tensor([0.5604])
     crime results in prostitution,crime results in reductions in public and private expenditures,tensor([0.5762])
     crime causes prostitution,crime causes reductions in public and private expenditures,tensor([0.5604])
     crime leads to pollution,crime leads to reductions in public and private expenditures,tensor([0.5758])
     factors associated with reductions in public and private expenditures are pollution  ,The factors associated with reductions in public and private expenditures are crime,tensor([0.8600])
     due to crime pollution is caused,Due to crime reductions in public and private expenditures is caused,tensor([0.5836])
     yes  ,Yes,tensor([0.9760])
     yes                        ,Yes,tensor([0.9760])
     yes                          ,Yes,tensor([0.9760])
     reductions in public and private expenditures is caused by terrorism,reductions in public and private expenditures is caused by crime,tensor([0.9411])
     reductions in public and private expenditures  ,reductions in public and private expenditures,tensor([1.])
     crime causes prostitution    ,crime causes vampirism,tensor([0.7275])
     crime results in prostitution,crime results in vampirism,tensor([0.7822])
     crime causes prostitution,crime causes vampirism,tensor([0.7275])
     crime leads to terrorism,crime leads to vampirism,tensor([0.8180])
     factors associated with vampirism are prostitution      ,The factors associated with vampirism are crime,tensor([0.8289])
     due to crime terrorism is caused,Due to crime vampirism is caused,tensor([0.8260])
     yes            ,Yes,tensor([0.9760])
     yes            ,Yes,tensor([0.9760])
     yes              ,Yes,tensor([0.9760])
     vampirism is caused by terrorism,vampirism is caused by crime,tensor([0.8994])
     vampirism  ,vampirism,tensor([1.])
     crime causes prostitution    ,crime causes city dwellings,tensor([0.6491])
     crime results in prostitution,crime results in city dwellings,tensor([0.5402])
     crime causes prostitution,crime causes city dwellings,tensor([0.6491])
     crime leads to prostitution,crime leads to city dwellings,tensor([0.6920])
     factors associated with city dwellings are pollution,The factors associated with city dwellings are crime,tensor([0.7458])
     due to crime terrorism is caused,Due to crime city dwellings is caused,tensor([0.6320])
     yes          ,Yes,tensor([0.9760])
     yes          ,Yes,tensor([0.9760])
     yes            ,Yes,tensor([0.9760])
     city dwellings is caused by prostitution,city dwellings is caused by crime,tensor([0.8324])
     city dwellings  ,city dwellings,tensor([1.0000])
     crime causes prostitution    ,crime causes higher quality of schools,tensor([0.6023])
     crime results in prostitution,crime results in higher quality of schools,tensor([0.6340])
     crime causes prostitution,crime causes higher quality of schools,tensor([0.6023])
     crime leads to pollution,crime leads to higher quality of schools,tensor([0.6402])
     factors associated with higher quality of schools is pollution  ,The factors associated with higher quality of schools are crime,tensor([0.7814])
     due to crime terrorism is caused,Due to crime higher quality of schools is caused,tensor([0.5135])
     yes            ,Yes,tensor([0.9760])
     yes            ,Yes,tensor([0.9760])
     yes              ,Yes,tensor([0.9760])
     higher quality of schools is caused by prostitution  ,higher quality of schools is caused by crime,tensor([0.9054])
     higher quality of schools    ,higher quality of schools,tensor([1.0000])
     crime causes prostitution    ,crime causes detectives would interview witnesses,tensor([0.4240])
     crime results in prison  ,crime results in detectives would interview witnesses,tensor([0.4342])
     crime causes prostitution,crime causes detectives would interview witnesses,tensor([0.4240])
     crime leads to prison  ,crime leads to detectives would interview witnesses,tensor([0.3005])
     factors associated with detectives would interview witnesses are prostitution  ,The factors associated with detectives would interview witnesses are crime,tensor([0.6903])
     due to crime terrorism is caused,Due to crime detectives would interview witnesses is caused,tensor([0.5193])
     yes  ,Yes,tensor([0.9760])
     yes                    ,Yes,tensor([0.9760])
     yes                      ,Yes,tensor([0.9760])
     detectives would interview witnesses is caused by terrorism  ,detectives would interview witnesses is caused by crime,tensor([0.8866])
     detectives would interview witnesses    ,detectives would interview witnesses,tensor([1.0000])
     sea level rise causes coastal erosion,sea level rise causes sedimentation along the shore,tensor([0.8540])
     sea level rise results in flooding    ,sea level rise results in sedimentation along the shore,tensor([0.8046])
     sea level rise causes coastal erosion,sea level rise causes sedimentation along the shore,tensor([0.8540])
     sea level rise leads to pollution    ,sea level rise leads to sedimentation along the shore,tensor([0.8051])
     factors associated with sedimentation along the shore are pollution,The factors associated with sedimentation along the shore are sea level rise,tensor([0.8308])
     due to sea level rise pollution is caused      ,Due to sea level rise sedimentation along the shore is caused,tensor([0.8307])
     yes  ,Yes,tensor([0.9760])
     yes                    ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     sedimentation along the shore is caused by pollution  ,sedimentation along the shore is caused by sea level rise,tensor([0.8345])
     sedimentation along the shore  ,sedimentation along the shore,tensor([1.0000])
     crime causes prostitution    ,crime causes cassette scandal,tensor([0.5263])
     crime results in prostitution,crime results in cassette scandal,tensor([0.6756])
     crime causes prostitution,crime causes cassette scandal,tensor([0.5263])
     crime leads to prostitution,crime leads to cassette scandal,tensor([0.6700])
     factors associated with cassette scandal are censorship,The factors associated with cassette scandal are crime,tensor([0.6335])
     due to crime terrorism is caused,Due to crime cassette scandal is caused,tensor([0.6985])
     yes              ,Yes,tensor([0.9760])
     yes                ,Yes,tensor([0.9760])
     yes                ,Yes,tensor([0.9760])
     cassette scandal is caused by pornography,cassette scandal is caused by crime,tensor([0.8561])
     cassette scandal                                                  ,cassette scandal,tensor([1.])
     crime causes prostitution    ,crime causes act,tensor([0.3281])
     crime results in terrorism,crime results in act,tensor([0.6059])
     crime causes prostitution,crime causes act,tensor([0.3281])
     crime leads to terrorism,crime leads to act,tensor([0.5793])
     factors associated with act are pollution  ,The factors associated with act are crime,tensor([0.7223])
     due to crime terrorism is caused,Due to crime act is caused,tensor([0.5343])
     yes      ,Yes,tensor([0.9760])
     yes      ,Yes,tensor([0.9760])
     yes        ,Yes,tensor([0.9760])
     act is caused by terrorism,act is caused by crime,tensor([0.8568])
     act  ,act,tensor([1.0000])
     crime causes prostitution    ,crime causes bart to feel guilty about his actions,tensor([0.5374])
     crime results in prostitution,crime results in bart to feel guilty about his actions,tensor([0.5972])
     crime causes prostitution,crime causes bart to feel guilty about his actions,tensor([0.5374])
     crime leads to prostitution,crime leads to bart to feel guilty about his actions,tensor([0.5053])
     factors associated with bart to feel guilty about his actions are pornography,The factors associated with bart to feel guilty about his actions are crime,tensor([0.7375])
     due to crime terrorism is caused,Due to crime bart to feel guilty about his actions is caused,tensor([0.6376])
     yes  ,Yes,tensor([0.9760])
     yes                    ,Yes,tensor([0.9760])
     yes                              ,Yes,tensor([0.9760])
     bart to feel guilty about his actions is caused by terrorism  ,bart to feel guilty about his actions is caused by crime,tensor([0.9201])
     bart to feel guilty about his actions  ,bart to feel guilty about his actions,tensor([1.])
     crime causes prostitution    ,crime causes public outrage,tensor([0.4935])
     crime results in prostitution,crime results in public outrage,tensor([0.6274])
     crime causes prostitution,crime causes public outrage,tensor([0.4935])
     crime leads to prostitution,crime leads to public outrage,tensor([0.6035])
     factors associated with public outrage are censorship,The factors associated with public outrage are crime,tensor([0.6270])
     due to crime terrorism is caused,Due to crime public outrage is caused,tensor([0.6189])
     yes          ,Yes,tensor([0.9760])
     yes          ,Yes,tensor([0.9760])
     yes            ,Yes,tensor([0.9760])
     public outrage is caused by pollution  ,public outrage is caused by crime,tensor([0.8713])
     public outrage  ,public outrage,tensor([1.])
     sea level rise causes flooding      ,sea level rise causes erosive process,tensor([0.7764])
     sea level rise results in flooding    ,sea level rise results in erosive process,tensor([0.7647])
     sea level rise causes flooding      ,sea level rise causes erosive process,tensor([0.7764])
     sea level rise leads to pollution    ,sea level rise leads to erosive process,tensor([0.7367])
     factors associated with erosive process are pollution,The factors associated with erosive process are sea level rise,tensor([0.7861])
     due to sea level rise pollution is caused      ,Due to sea level rise erosive process is caused,tensor([0.7812])
     yes  ,Yes,tensor([0.9760])
     yes                ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     erosive process is caused by pollution,erosive process is caused by sea level rise,tensor([0.8291])
     erosive process,erosive process,tensor([1.0000])
     crime causes prostitution    ,crime causes odin severing the tenth realm from the other nine,tensor([0.4574])
     crime results in prostitution,crime results in odin severing the tenth realm from the other nine,tensor([0.5552])
     crime causes prostitution,crime causes odin severing the tenth realm from the other nine,tensor([0.4574])
     crime leads to prostitution,crime leads to odin severing the tenth realm from the other nine,tensor([0.5085])
     factors associated with odin severing the tenth realm from the other nine are capitalism,The factors associated with odin severing the tenth realm from the other nine are crime,tensor([0.8625])
     due to crime terrorism is caused,Due to crime odin severing the tenth realm from the other nine is caused,tensor([0.5926])
     yes  ,Yes,tensor([0.9760])
     yes                                ,Yes,tensor([0.9760])
     yes                                  ,Yes,tensor([0.9760])
     odin severing the tenth realm from the other nine is caused by terrorism    ,odin severing the tenth realm from the other nine is caused by crime,tensor([0.9481])
     odin severing the tenth realm from the other nine                                          ,odin severing the tenth realm from the other nine,tensor([1.0000])
     crime causes prostitution    ,crime causes transfer to alabama 's death row,tensor([0.4684])
     crime results in prostitution,crime results in transfer to alabama 's death row,tensor([0.5358])
     crime causes prostitution,crime causes transfer to alabama 's death row,tensor([0.4684])
     crime leads to prostitution,crime leads to transfer to alabama 's death row,tensor([0.5567])
     factors associated with transfer to alabama 's death row is prison    ,The factors associated with transfer to alabama 's death row are crime,tensor([0.7776])
     due to crime terrorism is caused,Due to crime transfer to alabama 's death row is caused,tensor([0.5387])
     yes  ,Yes,tensor([0.9760])
     yes                    ,Yes,tensor([0.9760])
     yes                      ,Yes,tensor([0.9760])
     transfer to alabama 's death row is caused by capital crimes,transfer to alabama 's death row is caused by crime,tensor([0.9049])
     transfer to alabama 's death row    ,transfer to alabama 's death row,tensor([1.])
