Prediction,Labels,BertScore
no                    ,Yes,tensor([0.9961])
no                            ,Yes,tensor([0.9961])
no                            ,Yes,tensor([0.9961])
truth is caused by the agreement of the collective beliefs of a society.      ,truth is caused by adversarial litigation,tensor([0.3981])
"adversarial litigation can cause data mining, algorithmic discrimination, and truth.                            ",truth,tensor([-0.1830])
"speculation can cause prices to become artificially inflated or deflated, resulting in economic instability.                                                                    ",speculation causes truth,tensor([0.0645])
speculation can cause significant price volatility and disrupt the allocation of resources.                                        ,speculation results in truth,tensor([0.1993])
"speculation can cause prices to rise or fall, resulting in economic instability.                ",speculation causes truth,tensor([0.1486])
speculation can lead to costly mistakes and unrealistic expectations.                                                        ,speculation leads to truth,tensor([0.2393])
"truth is associated with accuracy, honesty, and consistency.",The factors associated with truth are speculation,tensor([0.3450])
speculation can cause significant financial losses and economic instability.                              ,Due to speculation truth is caused,tensor([0.1041])
no  ,Yes,tensor([0.9961])
no  ,Yes,tensor([0.9961])
no  ,Yes,tensor([0.9961])
truth is caused by the accumulation of evidence that supports a particular conclusion.                  ,truth is caused by speculation,tensor([0.3186])
speculation can cause a) nanotechnology hazards.                        ,truth,tensor([-0.1401])
"collective effort can lead to increased efficiency and improved results, as more ideas and perspectives are taken into consideration.        ",collective effort causes truth,tensor([0.1980])
"collective effort can have a significant impact on improving social, economic, and environmental conditions in a given area.                        ",collective effort results in truth,tensor([0.1590])
"collective effort has the potential to produce large-scale, long-lasting results.                                                  ",collective effort causes truth,tensor([0.2187])
collective effort leads to a shared goal or outcome.      ,collective effort leads to truth,tensor([0.4570])
"factors associated with truth include accuracy, consistency, and integrity.            ",The factors associated with truth are collective effort,tensor([0.4199])
collective effort leads to mutual benefit and success.                  ,Due to collective effort truth is caused,tensor([0.3618])
no,Yes,tensor([0.9961])
no  ,Yes,tensor([0.9961])
no,Yes,tensor([0.9961])
truth is caused by facts and evidence.                        ,truth is caused by collective effort,tensor([0.5744])
a) digital addiction                                  ,truth,tensor([-0.0098])
white has the effect of making other colors appear brighter and more vivid.                                    ,white causes truth,tensor([0.0869])
"white impacts aesthetics and can create a feeling of brightness, warmth, and clarity in a room.      ",white results in truth,tensor([0.1061])
white has the effect of brightening and enhancing the appearance of a room.                    ,white causes truth,tensor([0.1177])
white leads to a bright and clean appearance.                            ,white leads to truth,tensor([0.2822])
"the factors associated with truth are accuracy, consistency, and transparency.  ",The factors associated with truth are white,tensor([0.4756])
"white causes light to appear bright and reflects it back, giving the illusion of opaque surfaces being see-through.                      ",Due to white truth is caused,tensor([-0.0077])
no.              ,Yes,tensor([0.8111])
no  ,Yes,tensor([0.9961])
no  ,Yes,tensor([0.9961])
truth is caused by correspondence between language and the reality it refers to.                              ,truth is caused by white,tensor([0.3076])
white causes a) electromagnetic radiation.,truth,tensor([-0.1624])
deliberate abstention from making inquiries can lead to a lack of knowledge and poor decision-making.                                          ,deliberate abstention from making inquiries causes truth,tensor([0.3951])
"deliberate abstention from making inquiries can have a wide range of impacts, from missing out on critical information to making the wrong decisions.                              ",deliberate abstention from making inquiries results in truth,tensor([0.3082])
deliberate abstention from making inquiries has the effect of increasing ambiguity and decreasing knowledge.                ,deliberate abstention from making inquiries causes truth,tensor([0.4630])
deliberate abstention from making inquiries leads to ignorance.              ,deliberate abstention from making inquiries leads to truth,tensor([0.7669])
"factors associated with truth include accuracy, clarity, consistency, and authenticity.",The factors associated with truth are deliberate abstention from making inquiries,tensor([0.3313])
deliberate abstention from making inquiries prevents the collection of accurate information.                            ,Due to deliberate abstention from making inquiries truth is caused,tensor([0.5537])
no  ,Yes,tensor([0.9961])
no  ,Yes,tensor([0.9961])
no  ,Yes,tensor([0.9961])
truth is caused by the cumulative gathering and assessment of evidence.        ,truth is caused by deliberate abstention from making inquiries,tensor([0.4113])
a) technological disparity                                                          ,truth,tensor([-0.0557])
apollo has the effect of providing accurate predictions in oracle functions.                                            ,apollo in an oracular function causes truth,tensor([0.5224])
"apollo has an oracular function in that it is used to provide predictions and insights into complex systems, patterns, and trends.                                        ",apollo in an oracular function results in truth,tensor([0.1955])
apollo in an oracular function is used to provide predictions and insight into the future.                                  ,apollo in an oracular function causes truth,tensor([0.4161])
apollo in an oracular function can lead to insight and prophecy.      ,apollo in an oracular function leads to truth,tensor([0.7185])
"factors associated with truth include accuracy, consistency, and proof.          ",The factors associated with truth are apollo in an oracular function,tensor([0.3757])
apollo enables oracle to perform calculations and other tasks within an oracular function.                                ,Due to apollo in an oracular function truth is caused,tensor([0.2711])
no  ,Yes,tensor([0.9961])
no  ,Yes,tensor([0.9961])
yes                                            ,Yes,tensor([0.9760])
truth is caused by the agreement of multiple agents' perceptions and beliefs.        ,truth is caused by apollo in an oracular function,tensor([0.3823])
a) artificial intelligence takeover                      ,truth,tensor([-0.1025])
"the effects of crime can include victimization, fear of crime, property damage, and economic costs.                          ",crime causes death,tensor([0.0037])
"crime has a significant impact on an individual's sense of safety and security, which can lead to both emotional and financial distress.                                          ",crime results in death,tensor([0.0126])
"crime has a negative effect on society, causing fear and insecurity, as well as economic and social costs.                                ",crime causes death,tensor([0.0334])
"crime typically leads to negative consequences, such as incarceration, fines, loss of rights, and social stigma.    ",crime leads to death,tensor([0.1490])
"disease, old age, and lack of access to healthcare are all factors associated with death.            ",The factors associated with death are crime,tensor([0.2080])
"crime can lead to a range of outcomes such as injury, death, destruction of property, financial loss, and fear in affected communities.                                                  ",Due to crime death is caused,tensor([-0.0506])
no  ,Yes,tensor([0.9961])
no.              ,Yes,tensor([0.8111])
no  ,Yes,tensor([0.9961])
"death is usually caused by cellular deterioration due to aging, disease, or injury.                                    ",death is caused by crime,tensor([0.2388])
"crime causes disruption, fear, and suffering.                            ",death,tensor([0.0224])
the effects of crime can range from victims suffering emotional distress to entire communities being impaired by fear and anxiety.                                            ,crime causes imprisonment,tensor([-0.0149])
"crime has a significant impact on society, ranging from economic costs to a decline in quality of life.                                  ",crime results in imprisonment,tensor([0.0248])
"crime has a significant effect on society, causing fear, distrust, and economic losses.                  ",crime causes imprisonment,tensor([0.1712])
"crime often leads to poverty, imprisonment, and social unrest.                        ",crime leads to imprisonment,tensor([0.4522])
"imprisonment is associated with various factors, including poverty, lack of access to education and employment opportunities, mental illness, and a history of trauma or abuse.                      ",The factors associated with imprisonment are crime,tensor([0.0478])
"crime can lead to economic losses, increased insecurity, and reduced quality of life.                    ",Due to crime imprisonment is caused,tensor([0.0311])
no  ,Yes,tensor([0.9961])
no  ,Yes,tensor([0.9961])
yes  ,Yes,tensor([0.9760])
imprisonment is caused by the violation of laws and the judicial system’s response to those violations.,imprisonment is caused by crime,tensor([0.3570])
crime causes imprisonment.                      ,imprisonment,tensor([0.2060])
"the effects of crime can range from victimization, fear of crime, property damage, economic costs, and social disorder.                                                        ",crime causes crime,tensor([0.0216])
"crime has a negative impact on society, including increased fear of crime, increased economic costs, and reduced quality of life.                                    ",crime results in crime,tensor([0.1079])
"crime has a negative effect on society, leading to fear, insecurity, and financial losses.                  ",crime causes crime,tensor([0.1972])
"crime leads to suffering, fear, and distrust in a society.                ",crime leads to crime,tensor([0.2984])
"crime is associated with poverty, unemployment, inequality, drug use, and access to firearms.              ",The factors associated with crime are crime,tensor([0.1549])
"there are many adverse consequences of crime, such as victimization, economic costs, and increased insecurity.                              ",Due to crime crime is caused,tensor([-0.0056])
no  ,Yes,tensor([0.9961])
no.,Yes,tensor([0.8111])
no  ,Yes,tensor([0.9961])
"crime is caused by a variety of factors, such as poverty, inequality, and lack of access to opportunity.                            ",crime is caused by crime,tensor([0.2739])
crime causes social unrest and economic instability.                                  ,crime,tensor([0.0536])
the effects of crime can range from an increase in fear in an area to a dip in property values.                                      ,crime causes conviction,tensor([-0.0008])
"crime has a significant impact on individuals, communities, and society as a whole.                                                            ",crime results in conviction,tensor([0.0132])
"crime has a detrimental effect on society, leading to fear, insecurity, and economic losses.                    ",crime causes conviction,tensor([0.0915])
"crime often leads to consequences such as prison time, fines, and a damaged reputation.                ",crime leads to conviction,tensor([0.2148])
"conviction is associated with an offender's age, educational level, criminal history, and the type of crime committed.                                                    ",The factors associated with conviction are crime,tensor([0.0894])
"crime leads to social unrest, financial losses for victims, and a decline in public safety.              ",Due to crime conviction is caused,tensor([0.0704])
no                                                                                                                                              ,Yes,tensor([0.9961])
no  ,Yes,tensor([0.9961])
yes  ,Yes,tensor([0.9760])
conviction is caused by the process of becoming convinced.                                      ,conviction is caused by crime,tensor([0.5187])
crime causes conviction.                                                        ,conviction,tensor([0.1562])
"the effects of crime can be devastating for individuals, families, and communities, leading to emotional distress, financial hardship, and potentially even death.    ",crime causes harm,tensor([-0.0175])
"crime has a significant impact on individuals, families, and communities, causing fear, anxiety, and financial hardship.                ",crime results in harm,tensor([0.1377])
"crime has a significant impact on society, causing fear, disruption, and economic hardship.                                    ",crime causes harm,tensor([0.1493])
"crime often leads to poverty, despair and hopelessness.                          ",crime leads to harm,tensor([0.3233])
"factors associated with harm include lack of safety protocols, inadequate training, intoxication, and inadequate supervision.",The factors associated with harm are crime,tensor([0.1929])
"crime can cause disruption in a community, create fear among citizens, and increase the financial burden of providing security to citizens.              ",Due to crime harm is caused,tensor([-0.0030])
no  ,Yes,tensor([0.9961])
yes.,Yes,tensor([0.7542])
yes  ,Yes,tensor([0.9760])
"harm is caused by human action, omission, or negligence.                                    ",harm is caused by crime,tensor([0.2397])
crime causes harm.                                                    ,harm,tensor([0.1548])
"sea level rise has been linked to increased flooding, storm surge, erosion, decreased water quality, and loss of wetlands and habitats.                                            ",sea level rise causes inundation,tensor([0.2503])
"sea level rise can cause increased flooding, coastal erosion, and more severe storms.                                      ",sea level rise results in inundation,tensor([0.3898])
"sea level rise causes coastal flooding, erosion, and disruption of wildlife habitats.                ",sea level rise causes inundation,tensor([0.4647])
"sea level rise can lead to increased flooding, erosion, and coastal property damage.                      ",sea level rise leads to inundation,tensor([0.5064])
"inundation is associated with factors such as heavy rainfall, melting snow, rising sea levels, and coastal topography.",The factors associated with inundation are sea level rise,tensor([0.2597])
"sea level rise causes coastal flooding, erosion, and disruption of marine habitats.              ",Due to sea level rise inundation is caused,tensor([0.2971])
yes                                                                    ,Yes,tensor([0.9760])
yes  ,Yes,tensor([0.9760])
yes                        ,Yes,tensor([0.9760])
inundation is caused by heavy rainfall leading to flooding.                                  ,inundation is caused by sea level rise,tensor([0.5148])
sea level rise causes c) inundation.                                      ,inundation,tensor([-0.1701])
" sea level rise can cause flooding, erosion, changes in tidal patterns, and saltwater contamination of freshwater sources.                        ",sea level rise causes coastal erosion,tensor([0.3545])
"sea level rise can cause severe impacts, including flooding, erosion, and a decline in water quality.                                          ",sea level rise results in coastal erosion,tensor([0.4563])
"sea level rise can cause coastal flooding, erosion, and disruption of marine habitat.                                    ",sea level rise causes coastal erosion,tensor([0.5613])
"sea level rise leads to increased flooding, coastal erosion, and damage to coastal habitats and infrastructure.                    ",sea level rise leads to coastal erosion,tensor([0.5501])
"coastal erosion is often caused by changes in sea level, high waves, storms, and winds.                                                      ",The factors associated with coastal erosion are sea level rise,tensor([0.2561])
"as sea levels rise, coastal flooding increases, causing disruption to coastal communities, erosion of shorelines, and contamination of soil and water due to saltwater intrusion.",Due to sea level rise coastal erosion is caused,tensor([0.2028])
yes                                                                                            ,Yes,tensor([0.9760])
yes.                      ,Yes,tensor([0.7542])
yes  ,Yes,tensor([0.9760])
"coastal erosion is caused by the erosive forces of waves, currents, and water temperatures.                ",coastal erosion is caused by sea level rise,tensor([0.3359])
c) coastal erosion        ,coastal erosion,tensor([0.3441])
"sea level rise can have a devastating effect on coastal communities, causing flooding and erosion of land, destruction of property, and disruption of livelihoods.                        ",sea level rise causes flooding,tensor([0.2490])
"sea level rise has a variety of impacts, including increased flooding, damaging coastal erosion, and a greater frequency of extreme weather events.                                ",sea level rise results in flooding,tensor([0.2232])
"sea level rise can cause coastal flooding, erosion, and damage to infrastructure and habitats.                            ",sea level rise causes flooding,tensor([0.4070])
"sea level rise leads to increased flooding, coastal erosion, and decreased water quality.                  ",sea level rise leads to flooding,tensor([0.4934])
"flooding is generally associated with heavy rains, poor drainage, and snowmelt.                              ",The factors associated with flooding are sea level rise,tensor([0.2170])
"sea level rise causes coastal flooding, erosion, and damage to low-lying infrastructure and habitats.                    ",Due to sea level rise flooding is caused,tensor([0.2296])
no                                                                                                                                          ,Yes,tensor([0.9961])
yes                    ,Yes,tensor([0.9760])
yes,Yes,tensor([0.9760])
"flooding is caused by heavy rains, snowmelt, and coastal storms that result in rivers overflowing their banks and sea levels rising.                                        ",flooding is caused by sea level rise,tensor([0.2135])
sea level rise causes flooding.,flooding,tensor([-0.1768])
the effects of crime can range from economic costs to emotional and psychological trauma for victims and their families.                                                                    ,crime causes pregnancy,tensor([-0.1046])
"crime can have many negative impacts on a society, including financial costs to victims, reduced feelings of safety and security, and an increase in fear of crime.                ",crime results in pregnancy,tensor([-0.0629])
"crime has many negative effects, such as creating fear in victims, destroying communities, and depleting public resources.                                  ",crime causes pregnancy,tensor([0.0128])
"crime often leads to punishment, social unrest, and a deterioration of social trust.  ",crime leads to pregnancy,tensor([0.2408])
"pregnancy is often associated with hormonal and lifestyle changes, as well as physical and emotional preparedness.                          ",The factors associated with pregnancy are crime,tensor([0.0413])
"crime can lead to economic decline, social unrest, and a decrease in public safety.                                  ",Due to crime pregnancy is caused,tensor([0.0698])
no 	,Yes,tensor([0.9961])
no  ,Yes,tensor([0.9961])
no  ,Yes,tensor([0.9961])
pregnancy is caused by the fertilization of an egg by a sperm.                                ,pregnancy is caused by crime,tensor([0.1703])
"crime can cause a range of problems, including antibiotic resistance, cyber espionage, and pregnancy.                ",pregnancy,tensor([-0.0882])
"petrol has various effects, such as causing air pollution and contributing to climate change.                      ",petrol causes fire,tensor([0.1219])
"petrol has a significant impact on our environment, as it releases harmful pollutants into the atmosphere when burnt.    ",petrol results in fire,tensor([-0.0015])
"petrol has a negative effect on the environment, as it releases harmful pollutants into the atmosphere.  ",petrol causes fire,tensor([0.1482])
petrol leads to pollution.                                          ,petrol leads to fire,tensor([0.6055])
"fire is associated with heat, oxygen, and an ignition source.              ",The factors associated with fire are petrol,tensor([0.2108])
petrol fuels automobiles and other machinery.                ,Due to petrol fire is caused,tensor([0.0120])
no              ,Yes,tensor([0.9961])
no,Yes,tensor([0.9961])
no  ,Yes,tensor([0.9961])
fire is caused by a chemical reaction involving oxygen and combustible materials.                            ,fire is caused by petrol,tensor([0.3622])
petrol causes c) fire.          ,fire,tensor([-0.0837])
"crime has many negative effects, ranging from physical harm to economic losses to emotional trauma.                                  ",crime causes death of another person,tensor([0.0427])
"crime has a negative impact on people, property, and society as a whole.                                                                              ",crime results in death of another person,tensor([0.2068])
"crime has a significant impact on society, economically, socially, and psychologically.                          ",crime causes death of another person,tensor([0.1408])
"crime can lead to a variety of consequences, such as jail time, fines, and a criminal record.            ",crime leads to death of another person,tensor([0.1618])
"the death of another person can be associated with a variety of factors, including old age, illness, and trauma.                  ",The factors associated with death of another person are crime,tensor([0.3172])
"crime cause insecurity, fear, and economic hardship to communities.                              ",Due to crime death of another person is caused,tensor([0.1322])
no.,Yes,tensor([0.8111])
no  ,Yes,tensor([0.9961])
no  ,Yes,tensor([0.9961])
"death of another person is caused by various factors such as illness, old age, and injury.        ",death of another person is caused by crime,tensor([0.3141])
"crime can cause serious consequences such as imprisonment, financial distress, and death of another person.                            ",death of another person,tensor([0.0746])
"sea level rise causes coastal flooding, erosion, and wetland loss, affecting vulnerable populations, infrastructure, and habitats.        ",sea level rise causes erosion,tensor([0.3258])
"sea level rise can cause coastal flooding, erosion, and extreme weather events, as well as disruption of livelihoods and destruction of habitats.                          ",sea level rise results in erosion,tensor([0.2643])
"sea level rise causes coastal flooding, erosion, and disruptions to ecosystems and economies.                      ",sea level rise causes erosion,tensor([0.4536])
"sea level rise leads to increased flooding, erosion, and coastal damage.                            ",sea level rise leads to erosion,tensor([0.5877])
"erosion is caused by a variety of factors, such as weather, topography, and sediment availability.                                              ",The factors associated with erosion are sea level rise,tensor([0.2486])
"sea level rise results in increased flooding, erosion, and the potential displacement of coastal communities.    ",Due to sea level rise erosion is caused,tensor([0.2738])
no                                                                                                                                        ,Yes,tensor([0.9961])
yes  ,Yes,tensor([0.9760])
yes                      ,Yes,tensor([0.9760])
erosion is caused by the natural forces of wind and water.                        ,erosion is caused by sea level rise,tensor([0.4574])
sea level rise causes erosion.                                  ,erosion,tensor([-0.1563])
"the effects of crime can include personal victimization, fear of crime, property damage, and financial losses for businesses.                        ",crime causes financial loss,tensor([0.1735])
"crime can have a major impact on a community, ranging from increased fear of crime to reduced economic investment and social unrest.              ",crime results in financial loss,tensor([-0.0608])
"crime has a negative effect on society, as it leads to fear, insecurity, and economic hardship.                    ",crime causes financial loss,tensor([0.2467])
"crime often leads to punishment, social dishonor, financial hardship, and psychological damage.",crime leads to financial loss,tensor([0.2987])
lack of proper financial planning or inadequate resources are some of the factors associated with financial loss.                                        ,The factors associated with financial loss are crime,tensor([0.3657])
"crime can lead to fear, insecurity, and economic hardship in a society.                                    ",Due to crime financial loss is caused,tensor([0.1925])
no              ,Yes,tensor([0.9961])
yes  ,Yes,tensor([0.9760])
yes.,Yes,tensor([0.7542])
financial loss is caused by a lack of funds or mismanagement of resources.                                        ,financial loss is caused by crime,tensor([0.4070])
"crime causes financial loss, societal disharmony, and distrust.      ",financial loss,tensor([0.0462])
"the effects of crime can include physical harm to victims, emotional trauma, financial losses, and a decrease in quality of life.                                                            ",crime causes loss of life,tensor([0.1488])
"crime has a wide-ranging impact on individuals, communities, and society as a whole.                                                ",crime results in loss of life,tensor([0.1621])
"crime has a negative impact on society, leading to fear, poverty, and decreased economic opportunities.                        ",crime causes loss of life,tensor([0.2340])
"crime often leads to punishment, social stigma, and financial hardship.              ",crime leads to loss of life,tensor([0.3657])
"the factors most commonly associated with loss of life include age, gender, level of education, location, and access to health care.              ",The factors associated with loss of life are crime,tensor([0.2649])
"crime has various consequences such as violence, increased costs for victims, fear, and a decreased quality of life.            ",Due to crime loss of life is caused,tensor([0.1703])
no  ,Yes,tensor([0.9961])
yes  ,Yes,tensor([0.9760])
yes  ,Yes,tensor([0.9760])
"loss of life is caused by disease, accidents, war, murder, and other factors.                                                                            ",loss of life is caused by crime,tensor([0.3435])
"crime causes loss of life, property, and peace of mind.                      ",loss of life,tensor([0.1019])
" sea level rise can cause flooding, coastal erosion, and saltwater contamination of drinking water sources.                                                            ",sea level rise causes beach erosion,tensor([0.3791])
"sea level rise has multiple impacts, such as increased flooding, coastal erosion, and disruption of ecosystems.                                  ",sea level rise results in beach erosion,tensor([0.4087])
"sea level rise can cause flooding, erosion, and damage to coastal habitats and infrastructure.                            ",sea level rise causes beach erosion,tensor([0.4737])
"sea level rise can lead to flooding, erosion, and other consequences for coastal communities.      ",sea level rise leads to beach erosion,tensor([0.5313])
"beach erosion can be caused by a variety of factors, including wave action, sea level rise, storms, and changes in shoreline alignment.",The factors associated with beach erosion are sea level rise,tensor([0.3330])
"sea level rise results in flooding of coastal areas, damage to low-lying infrastructure, and disruption of livelihoods.                                ",Due to sea level rise beach erosion is caused,tensor([0.2304])
no  ,Yes,tensor([0.9961])
yes  ,Yes,tensor([0.9760])
yes                                                                                      ,Yes,tensor([0.9760])
beach erosion is mainly caused by the constant pounding of waves and water currents eroding the shoreline.                  ,beach erosion is caused by sea level rise,tensor([0.3369])
a) beach erosion.                                                                      ,beach erosion,tensor([0.4525])
"crime has a wide range of effects, including personal and property damage, economic costs, social disorder, and psychological consequences.                                  ",crime causes great bodily injury,tensor([0.0914])
"crime has a negative impact on people, property, and the community as a whole, creating fear and insecurity.                  ",crime results in great bodily injury,tensor([0.1219])
" crime has a detrimental effect on a society, causing fear, loss of trust, and economic hardship.                            ",crime causes great bodily injury,tensor([0.1193])
"crime often leads to negative consequences such as imprisonment, social stigma, and financial hardship.                            ",crime leads to great bodily injury,tensor([0.2877])
excessive alcohol consumption and poor eating habits are some of the factors associated with great bodily injury.              ,The factors associated with great bodily injury are crime,tensor([0.3277])
"crime has numerous consequences, ranging from physical harm to economic losses.                        ",Due to crime great bodily injury is caused,tensor([0.0740])
no  ,Yes,tensor([0.9961])
no  ,Yes,tensor([0.9961])
no,Yes,tensor([0.9961])
great bodily injury is usually caused by a severe trauma or a sustained attack.                                            ,great bodily injury is caused by crime,tensor([0.4044])
crime causes great bodily injury.                    ,great bodily injury,tensor([0.4687])
"the effects of crime can range from financial costs to emotional trauma, with impacts on victims, communities, and society at large.                                    ",crime causes costs,tensor([-0.0001])
"crime has numerous impacts, such as increased fear of crime, increased costs of security measures, and decreased quality of life.                                      ",crime results in costs,tensor([0.0758])
"crime has a negative effect on society, causing fear, harm, and economic hardship.                                          ",crime causes costs,tensor([0.1467])
"crime often leads to punishment, imprisonment, and a trail of destruction for both the perpetrator and the victim.                ",crime leads to costs,tensor([0.1490])
"costs are associated with a variety of factors, including labor, raw materials, overhead, and taxes.                                                      ",The factors associated with costs are crime,tensor([0.0458])
"crime leads to suffering for victims, destruction of property, and a weakening of community trust, while costing millions of dollars in law enforcement costs and lost economic productivity.",Due to crime costs is caused,tensor([-0.0064])
no.                                                                                                                            ,Yes,tensor([0.8111])
yes.                                                                                                                                            ,Yes,tensor([0.7542])
yes  ,Yes,tensor([0.9760])
costs are caused by the expenses incurred in the production and sale of goods and services.                ,costs is caused by crime,tensor([0.2037])
"crime causes costs, technological disparity and hacking.                    ",costs,tensor([-0.0305])
"crime has many negative effects on individuals, society, and the economy, such as increased fear, property damage, and financial costs for victims and businesses.                              ",crime causes outrage,tensor([0.0446])
"crime impacts communities by creating a sense of fear, reducing economic activity, and increasing investment in security measures.                        ",crime results in outrage,tensor([0.1087])
"crime has a negative effect on society, causing fear, insecurity, and financial losses.                                                      ",crime causes outrage,tensor([0.2069])
"crime often leads to consequences such as poverty, social exclusion, and poor educational opportunities.      ",crime leads to outrage,tensor([0.2115])
"outrage is often associated with factors such as perceived injustice, unfairness, and oppression.                                            ",The factors associated with outrage are crime,tensor([0.1720])
"crime can lead to fear, insecurity, and economic hardship in communities.                                ",Due to crime outrage is caused,tensor([0.1829])
no  ,Yes,tensor([0.9961])
yes,Yes,tensor([0.9760])
no  ,Yes,tensor([0.9961])
outrage is caused by a perceived injustice or violation of a norm.                        ,outrage is caused by crime,tensor([0.3229])
crime causes outrage.                                                            ,outrage,tensor([0.2749])
"crime has numerous negative effects on individuals, communities, and society as a whole, including increased fear, decreased economic development, and disruption of social order.        ",crime causes conflict,tensor([0.0729])
"crime has a significant impact on society, including increased fear and reduced economic security among citizens.                          ",crime results in conflict,tensor([0.1620])
"crime has various effects, such as creating fear and insecurity in the population, affecting economic growth, and causing social unrest.        ",crime causes conflict,tensor([0.1900])
"crime often leads to punishment, suffering, and exploitation.                            ",crime leads to conflict,tensor([0.4472])
"conflict is often associated with discrepancies in goals, differences in opinions, insufficient communication, and incompatibility.    ",The factors associated with conflict are crime,tensor([0.1693])
"crime causes social unrest, economic loss, and emotional distress to victims and their families.                    ",Due to crime conflict is caused,tensor([0.0657])
yes  ,Yes,tensor([0.9760])
yes  ,Yes,tensor([0.9760])
yes  ,Yes,tensor([0.9760])
"conflict is caused by a clash of interests, values, or goals.              ",conflict is caused by crime,tensor([0.3192])
crime causes conflict.                                                                    ,conflict,tensor([0.2322])
"the effects of crime can range from economic and social disruption to fear, anxiety, and physical harm to individuals and their property.                                                  ",crime causes concern,tensor([-0.0443])
"crime has a wide range of impacts, including economic, social, and psychological effects.                                            ",crime results in concern,tensor([0.0564])
"crime has a detrimental effect on people, property, and society as a whole.                      ",crime causes concern,tensor([0.1607])
"crime often leads to negative consequences such as imprisonment, fines, and a tarnished reputation.                                                ",crime leads to concern,tensor([0.1511])
"concern is often associated with stress, anxiety, and trauma.                        ",The factors associated with concern are crime,tensor([0.2512])
"crime can lead to economic and social distress, increased risk of injury, fear and insecurity among citizens, and a decrease in quality of life.              ",Due to crime concern is caused,tensor([-0.0251])
no  ,Yes,tensor([0.9961])
yes  ,Yes,tensor([0.9760])
yes  ,Yes,tensor([0.9760])
concern is caused by the anticipation of a future risk or danger.                    ,concern is caused by crime,tensor([0.3220])
crime causes concern.                                                          ,concern,tensor([0.2549])
"crime can have a wide range of effects, including increasing fear and insecurity in a community, depressing economic development, and interfering with social cohesion.    ",crime causes gangs,tensor([0.0425])
"crime has a significant impact on a society, as it can lead to fear, violence, and economic instability.                      ",crime results in gangs,tensor([0.1501])
"crime has a negative effect on communities, leading to fear, insecurity, and economic distress.                                ",crime causes gangs,tensor([0.1766])
"crime can lead to a wide range of consequences, including incarceration, fines, probation, and a tarnished reputation.  ",crime leads to gangs,tensor([0.0897])
"gangs are often associated with poverty, social isolation, lack of access to resources, and family dysfunction.                            ",The factors associated with gangs are crime,tensor([0.1578])
"crime can have numerous consequences, such as victimization, fear of crime, and economic costs to society.    ",Due to crime gangs is caused,tensor([0.0771])
yes              ,Yes,tensor([0.9760])
no                ,Yes,tensor([0.9961])
yes.                                                                                                                                          ,Yes,tensor([0.7542])
gangs are primarily caused by a lack of economic opportunities and social inequality.                                        ,gangs is caused by crime,tensor([0.3702])
c) gangs                                                                        ,gangs,tensor([-0.0102])
"the use of illegal drugs can lead to a range of negative effects, including addiction, impaired cognitive function, and increased risk of violence and crime.                            ",illegal drugs causes harm,tensor([0.0936])
"illegal drugs can have a wide range of negative impacts on individuals and society, from increased crime and health problems to reduced economic productivity.                      ",illegal drugs results in harm,tensor([0.1547])
"illegal drugs can impair judgement, reduce inhibitions, and increase the risk of fatal overdoses.                              ",illegal drugs causes harm,tensor([0.2015])
"illegal drugs can lead to a variety of negative outcomes, including addiction, overdose, and crime.                                      ",illegal drugs leads to harm,tensor([0.3501])
"poor hygiene, overcrowding, and lack of access to health care are some of the factors associated with harm.                      ",The factors associated with harm are illegal drugs,tensor([0.1905])
"illegal drugs can have various consequences, such as increased crime rates, health problems, and social issues.                                                              ",Due to illegal drugs harm is caused,tensor([0.2149])
yes  ,Yes,tensor([0.9760])
yes,Yes,tensor([0.9760])
yes  ,Yes,tensor([0.9760])
harm is caused by both intentional and unintentional actions of individuals or organizations.                    ,harm is caused by illegal drugs,tensor([0.2876])
illegal drugs cause harm.                                      ,harm,tensor([0.0591])
"truth has a variety of effects, such as creating understanding and inspiring trust.                                        ",truth causes harm,tensor([0.1808])
"truth has the power to impact people's beliefs, behavior, and decisions.              ",truth results in harm,tensor([0.1703])
truth has the power to set us free.                            ,truth causes harm,tensor([0.1641])
"truth leads to wisdom, justice, and freedom.  ",truth leads to harm,tensor([0.4230])
"inadequate supervision, drug use, high patient load, and inadequate resources are associated with harm.                              ",The factors associated with harm are truth,tensor([0.1637])
"truth leads to clarity, understanding, and trust.                                        ",Due to truth harm is caused,tensor([0.2366])
no  ,Yes,tensor([0.9961])
no.,Yes,tensor([0.8111])
no  ,Yes,tensor([0.9961])
by taking actions that cause harm to others.                                              ,harm is caused by truth,tensor([0.1457])
truth causes c) harm.      ,harm,tensor([-0.0866])
"sea level rise has numerous effects, such as increased flooding, decreased water quality, increased storm surge, and erosion of coastal communities and habitats.",sea level rise causes increased coastal flooding,tensor([0.3459])
"rising sea levels can cause flooding, erode coastlines, and damage infrastructure and habitats.                                                          ",sea level rise results in increased coastal flooding,tensor([0.3597])
"sea level rise causes coastal flooding, erosion, and disruption of marine habitats.            ",sea level rise causes increased coastal flooding,tensor([0.5619])
" sea level rise can lead to increased flooding, coastal erosion, and water contamination.                                                      ",sea level rise leads to increased coastal flooding,tensor([0.6424])
"rising sea levels, prolonged storms, and increased urbanization are all factors associated with increased coastal flooding.        ",The factors associated with increased coastal flooding are sea level rise,tensor([0.4474])
